BGC_region,Start,End,Length
c00397_SRR3514...region001,0,13310,13310
c00798_SRR6201...region001,0,13310,13310
c00003_S180bin...region001,1668,14976,13308
c00003_SRR6788...region001,0,13308,13308
c00139_S366bin...region001,0,13307,13307
c00178_SRR8438...region001,0,13307,13307
c00221_SRR7093...region001,0,13307,13307
c00138_SRR5919...region001,0,13306,13306
c00475_SRR8881...region001,0,13306,13306
c00090_SRR7097...region001,0,13305,13305
c00680_SRR9691...region001,0,13305,13305
c00241_S329bin...region001,0,13304,13304
c00014_R105bin...region001,0,13303,13303
c00419_SRR6517...region001,0,13303,13303
c00262_SRR1291...region001,0,13302,13302
c00079_SRR5855...region001,14574,27875,13301
c00206_S288bin...region001,0,13301,13301
c00150_SRR7102...region001,0,13300,13300
c00170_SRR8500...region001,0,13300,13300
c00210_S258bin...region001,0,13300,13300
c01718_SRR7967...region001,0,13299,13299
c00224_SRR6266...region001,0,13298,13298
c00278_SRR8881...region001,0,13298,13298
c00298_S262bin...region001,0,13298,13298
c00336_SRR6266...region001,0,13298,13298
c00009_SRR1167...region001,0,13296,13296
c00191_SRR5915...region001,5023,18319,13296
c00466_SRR8554...region001,0,13296,13296
c00017_SRR8440...region001,39620,52915,13295
c00669_SRR1036...region001,0,13295,13295
c00052_SRR8439...region001,0,13294,13294
c00173_SRR1265...region001,0,13292,13292
c00295_SRR8556...region001,0,13292,13292
c00134_SRR5712...region001,0,13291,13291
c00111_S394bin...region001,0,13290,13290
c00260_S118bin...region001,0,13288,13288
c00132_S215bin...region001,0,13287,13287
c00073_SRR7096...region001,0,13286,13286
c00313_SRR1146...region001,0,13286,13286
c00198_SRR8556...region001,0,13285,13285
c00207_SRR7687...region001,4544,17829,13285
c00274_S211bin...region001,3119,16404,13285
c00024_SRR1268...region001,0,13284,13284
c01318_SRR7967...region001,0,13283,13283
c00356_S135bin...region001,0,13282,13282
c00330_ERR4661...region001,0,13281,13281
c00522_SRR8554...region001,0,13281,13281
c00757_SRR5579...region001,0,13281,13281
c00109_S75rbin...region001,29968,43248,13280
c00255_SRR1096...region001,0,13280,13280
c00180_SRR8881...region001,1153,14432,13279
c00795_SRR7094...region001,0,13279,13279
c00322_SRR6478...region001,0,13278,13278
c00152_SRR1234...region001,0,13277,13277
c00078_SRR8931...region001,23740,37016,13276
c00086_SRR5680...region001,0,13276,13276
c00232_SRR6202...region001,0,13276,13276
c00591_SRR7042...region001,0,13276,13276
c00083_SRR2029...region001,0,13274,13274
c00174_S246bin...region001,11747,25021,13274
c00245_SRR8556...region001,0,13274,13274
c00181_S383bin...region001,0,13273,13273
c00035_zpcx_1r...region001,1349,14621,13272
c00059_S176bin...region001,13954,27226,13272
c00375_SRR3984...region001,0,13265,13265
c00545_SRR8554...region001,8810,22074,13264
c00157_SRR1095...region001,0,13263,13263
c00176_SRR1015...region001,0,13263,13263
c00211_SRR3747...region001,0,13263,13263
c00215_SRR1167...region001,0,13263,13263
c00356_ERR4661...region001,2180,15443,13263
c00339_SRR1161...region001,0,13262,13262
c00115_SRR1284...region001,0,13261,13261
c00045_SRR1268...region001,0,13260,13260
c00118_SRR1167...region001,46974,60234,13260
c00036_SRR8185...region001,14927,28186,13259
c00245_S171bin...region001,21073,34332,13259
c00004_SRR3505...region001,58977,72235,13258
c00383_SRR1099...region001,0,13256,13256
c00073_SRR6474...region001,23533,36788,13255
c00023_SRR1036...region001,0,13254,13254
c00499_SRR1058...region001,0,13254,13254
c00150_SRR1284...region001,0,13253,13253
c00154_SRR1265...region001,0,13253,13253
c00253_innerS6...region001,0,13253,13253
c00131_S335bin...region001,0,13252,13252
c00330_SRR6195...region001,0,13252,13252
c00044_SRR7096...region001,0,13250,13250
c00354_SRR1128...region001,0,13250,13250
c00415_SRR1265...region001,0,13250,13250
c00517_SRR5918...region001,0,13249,13249
c00295_S400bin...region001,0,13248,13248
c00473_SRR5195...region001,11253,24501,13248
c00226_SRR1267...region001,0,13247,13247
c00282_SRR9656...region001,7551,20797,13246
c00235_SRR5579...region001,2620,15865,13245
c00656_SRR1206...region001,0,13245,13245
c00467_SRR1234...region001,0,13244,13244
c00023_SRR6202...region001,14411,27653,13242
c00610_SRR7976...region001,0,13242,13242
c00371_SRR2546...region001,0,13240,13240
c00699_SRR5877...region001,0,13240,13240
c00414_S135bin...region001,0,13239,13239
c00044_SRR5579...region001,0,13238,13238
c00321_SRR5467...region001,0,13237,13237
c00917_SRR1267...region001,0,13237,13237
c00128_SRR5947...region001,0,13236,13236
c00141_S226bin...region001,0,13235,13235
c00121_S244bin...region001,0,13234,13234
c00196_SRR5512...region001,3470,16704,13234
c00560_SRR7094...region001,0,13234,13234
c00052_SRR7101...region001,0,13233,13233
c00117_SRR7882...region001,0,13233,13233
c00724_SRR8931...region001,0,13233,13233
c00860_SRR8487...region001,551,13784,13233
c00282_SRR3990...region001,0,13232,13232
c00750_SRR1268...region001,0,13231,13231
c00367_SRR1174...region001,720,13950,13230
c00567_SRR5195...region001,0,13230,13230
c00245_SRR1586...region001,0,13228,13228
c00607_SRR7967...region001,0,13227,13227
c00079_SRR5918...region001,0,13226,13226
c00130_SRR8439...region001,0,13226,13226
c00386_SRR7004...region001,0,13226,13226
c00056_SRR8543...region001,0,13225,13225
c00199_SRR7004...region001,0,13225,13225
c00247_SRR1161...region001,1916,15141,13225
c00287_SRR8558...region001,0,13225,13225
c00050_SRR5209...region001,0,13224,13224
c00302_SRR1099...region001,5174,18396,13222
c00303_SRR3989...region001,5824,19045,13221
c00021_S128bin...region001,0,13220,13220
c00025_SRR7968...region001,15816,29036,13220
c00563_SRR1179...region001,0,13220,13220
c00042_S264bin...region001,0,13217,13217
c00059_SRR1269...region001,0,13217,13217
c00138_SRR5210...region001,0,13217,13217
c00213_SRR3989...region001,0,13217,13217
c01946_SRR6517...region001,0,13217,13217
c00120_SRR3989...region001,0,13216,13216
c00211_S258bin...region001,0,13216,13216
c00228_SRR1265...region001,0,13215,13215
c00128_SRR5582...region001,0,13214,13214
c00432_SRR1184...region001,4943,18157,13214
c00033_SRR1146...region001,13909,27122,13213
c00138_SRR1179...region001,0,13213,13213
c00498_SRR1144...region001,1998,15211,13213
c00003_SRR5215...region001,0,13212,13212
c00654_SRR5855...region001,81418,94630,13212
c00220_SRR1183...region001,0,13211,13211
c00269_SRR1183...region001,0,13211,13211
c00202_SRR1094...region001,13972,27182,13210
c00146_SRR5579...region001,0,13208,13208
c00188_SRR5918...region001,0,13208,13208
c00395_SRR3514...region001,0,13207,13207
c00575_SRR1183...region001,0,13207,13207
c00062_SRR5582...region001,59468,72674,13206
c00142_S127bin...region001,0,13206,13206
c00380_SRR1167...region001,0,13206,13206
c00202_SRR8554...region001,0,13205,13205
c00330_SRR5195...region001,0,13205,13205
c00161_SRR3985...region001,21349,34553,13204
c00090_ERR1051...region001,0,13203,13203
c00113_S384bin...region001,4278,17481,13203
c00328_SRR6517...region001,0,13203,13203
c00005_SRR5689...region001,0,13202,13202
c00228_SRR8487...region001,16974,30176,13202
c00289_SRR1174...region001,3800,17002,13202
c00092_S324bin...region001,0,13200,13200
c00098_SRR5271...region001,17390,30590,13200
c00256_SRR3401...region001,0,13200,13200
c00204_S14rbin...region001,0,13199,13199
c00052_SRR8543...region001,0,13198,13198
c00032_SRR1144...region001,0,13197,13197
c00175_SRR7141...region001,0,13196,13196
c00319_SRR1146...region001,0,13196,13196
c00339_SRR5918...region001,22480,35676,13196
c00215_innerS3...region001,0,13195,13195
c00932_SRR5437...region001,0,13195,13195
c00025_SRR5582...region001,0,13193,13193
c00026_SRR7097...region001,210110,223303,13193
c00151_neis65r...region002,265575,278768,13193
c00104_S62rbin...region001,0,13192,13192
c00187_S383bin...region001,0,13192,13192
c00431_SRR7094...region001,0,13192,13192
c00484_SRR1184...region001,0,13192,13192
c00736_SRR7094...region001,0,13192,13192
c00799_R125bin...region001,0,13192,13192
c00002_SRR5262...region001,0,13191,13191
c00090_SRR1161...region002,91110,104301,13191
c00076_SRR1171...region001,0,13190,13190
c00302_S42rbin...region001,0,13190,13190
c00039_S264bin...region001,1530,14718,13188
c00353_SRR5215...region001,0,13188,13188
c00240_SRR1036...region001,324,13511,13187
c00119_SRR5437...region001,0,13186,13186
c00020_SRR5210...region001,0,13185,13185
c00094_SRR1099...region001,40301,53486,13185
c00177_SRR8847...region001,0,13184,13184
c00196_SRR1096...region001,22329,35513,13184
c00149_SRR1174...region001,15304,28487,13183
c00356_SRR1924...region001,0,13183,13183
c00159_SRR1214...region001,0,13182,13182
c00540_SRR5195...region001,0,13182,13182
c01445_SRR8931...region001,0,13182,13182
c00532_SRR7042...region001,0,13181,13181
c00277_S309bin...region001,0,13180,13180
c00505_SRR8556...region001,0,13180,13180
c00176_SRR3504...region001,3010,16189,13179
c00002_SRR8439...region001,0,13178,13178
c00199_SRR5195...region001,0,13177,13177
c00216_S386bin...region001,0,13176,13176
c01150_SRR1183...region001,0,13175,13175
c00192_SRR5579...region001,0,13174,13174
c00393_SRR5260...region001,0,13173,13173
c00144_SRR5919...region001,0,13172,13172
c00098_SRR3712...region001,0,13171,13171
c00307_S264bin...region001,0,13170,13170
c00703_SRR8536...region001,0,13170,13170
c00096_SRR1015...region001,0,13168,13168
c00147_SRR1268...region001,0,13168,13168
c00252_SRR7629...region001,0,13168,13168
c00710_SRR1105...region001,6900,20068,13168
c00759_SRR7094...region001,0,13168,13168
c00521_SRR1161...region001,0,13166,13166
c00271_SRR1183...region001,0,13165,13165
c00192_SRR6788...region001,0,13164,13164
c00212_SRR6185...region001,0,13164,13164
c00245_SRR5947...region001,0,13163,13163
c00442_SRR2059...region001,0,13163,13163
c00711_S404bin...region001,0,13163,13163
c00079_SRR8438...region001,0,13162,13162
c00189_SRR8554...region001,0,13160,13160
c00052_SRR1174...region001,0,13159,13159
c00349_SRR8556...region001,0,13159,13159
c00065_SRR8438...region001,0,13158,13158
c00340_S309bin...region001,104,13261,13157
c00524_SRR1095...region001,0,13157,13157
c00314_SRR7976...region001,0,13156,13156
c00356_SRR1926...region001,0,13155,13155
c00207_SRR1096...region001,3561,16715,13154
c00012_SRR6476...region001,0,13153,13153
c01002_SRR5195...region001,0,13151,13151
c00044_zpcx_27...region001,456,13605,13149
c00104_S244bin...region001,0,13149,13149
c00284_S237bin...region001,58,13207,13149
c00490_S4rebin...region001,0,13149,13149
c00615_SRR5579...region001,0,13149,13149
c00195_SRR1586...region001,0,13148,13148
c00407_SRR5262...region001,0,13147,13147
c00072_SRR7003...region001,0,13146,13146
c00171_SRR3969...region001,467,13613,13146
c00240_SRR6266...region001,0,13146,13146
c00128_SRR7004...region001,0,13145,13145
c00370_S264bin...region001,0,13145,13145
c00505_SRR7967...region001,0,13145,13145
c00055_SRR8863...region001,8805,21949,13144
c00015_SRR5438...region001,0,13143,13143
c00039_S120bin...region001,0,13143,13143
c00290_SRR1217...region001,0,13143,13143
c00348_SRR5947...region001,0,13143,13143
c00163_SRR6788...region001,0,13141,13141
c00519_S114bin...region001,0,13141,13141
c00216_SRR5215...region001,0,13140,13140
c00001_SRR1926...region001,19176,32315,13139
c01033_SRR1924...region001,0,13139,13139
c00159_SRR5582...region001,0,13138,13138
c00263_SRR8500...region001,0,13138,13138
c00068_SRR5581...region001,45593,58730,13137
c00562_S70rbin...region001,0,13137,13137
c00311_S75rbin...region001,0,13136,13136
c00064_SRR4030...region001,0,13135,13135
c00431_SRR7976...region001,0,13135,13135
c00060_SRR7976...region001,0,13133,13133
c00098_SRR1099...region001,856,13989,13133
c00181_SRR1265...region001,0,13133,13133
c00672_SRR1267...region001,0,13133,13133
c00053_SRR5877...region001,123127,136258,13131
c00193_SRR5855...region001,5195,18325,13130
c01474_SRR6266...region001,0,13130,13130
c00466_S258bin...region001,0,13129,13129
c00447_SRR7026...region001,0,13128,13128
c00091_SRR1183...region001,0,13127,13127
c00188_S279bin...region001,0,13127,13127
c00619_SRR1167...region001,53,13179,13126
c00141_SRR7141...region001,0,13125,13125
c00436_S75rbin...region001,0,13125,13125
c00065_S387bin...region001,0,13124,13124
c00633_SRR6266...region001,18023,31147,13124
c00224_SRR1275...region001,0,13123,13123
c00335_SRR6202...region001,0,13123,13123
c00734_SRR3985...region001,0,13123,13123
c00221_D3rbin....region001,0,13122,13122
c00964_SRR1095...region001,0,13122,13122
c00610_SRR5581...region001,4760,17881,13121
c00364_SRR1269...region001,0,13120,13120
c00393_SRR5829...region001,0,13119,13119
c00012_S12rbin...region001,0,13118,13118
c00008_SRR4241...region001,0,13117,13117
c00014_S171bin...region001,0,13117,13117
c00262_S384bin...region001,0,13116,13116
c00063_S264bin...region001,0,13114,13114
c00245_SRR1094...region001,0,13114,13114
c00711_SRR1036...region001,0,13114,13114
c00208_SRR1184...region001,2634,15747,13113
c00782_SRR6185...region001,0,13107,13107
c00197_S335bin...region001,0,13105,13105
c00539_SRR6202...region001,0,13105,13105
c00041_ERR4660...region001,0,13104,13104
c00150_S309bin...region001,2930,16033,13103
c00073_SRR8500...region001,0,13102,13102
c00265_SRR1103...region001,4020,17122,13102
c00097_SRR8676...region001,0,13100,13100
c00130_SRR5153...region001,0,13100,13100
c00222_SRR1234...region001,25101,38201,13100
c00715_SRR8879...region001,0,13100,13100
c00088_SRR8553...region001,0,13099,13099
c00129_SRR5468...region001,0,13099,13099
c00467_SRR5271...region001,0,13098,13098
c00013_ERR1051...region001,0,13096,13096
c00019_S390bin...region001,0,13096,13096
c00318_SRR5581...region001,0,13096,13096
c00513_innerS3...region001,0,13096,13096
c00111_S75rbin...region001,0,13093,13093
c00153_SRR5882...region001,0,13093,13093
c00013_SRR7096...region001,0,13091,13091
c00100_SRR1105...region001,0,13090,13090
c01671_SRR5855...region001,0,13090,13090
c00152_S13rbin...region001,0,13089,13089
c00243_SRR9694...region001,0,13089,13089
c00558_SRR7094...region001,0,13089,13089
c00244_SRR1048...region001,0,13087,13087
c00696_SRR8536...region001,0,13087,13087
c00342_S17rbin...region001,0,13084,13084
c00383_S237bin...region001,0,13084,13084
c00342_SRR5855...region001,0,13083,13083
c00180_SRR7882...region001,226,13307,13081
c00222_SRR1268...region001,53188,66268,13080
c00181_SRR7975...region001,0,13078,13078
c00883_SRR8879...region001,0,13078,13078
c00089_S25rbin...region001,8552,21628,13076
c00238_ED2bin....region001,0,13076,13076
c00113_SRR7448...region001,0,13075,13075
c00306_S313bin...region001,98,13172,13074
c00070_SRR5210...region001,2685,15758,13073
c00127_SRR1167...region001,0,13073,13073
c00152_SRR4030...region001,7080,20153,13073
c00246_SRR1586...region001,0,13073,13073
c00275_S143bin...region001,0,13072,13072
c00237_SRR8438...region001,0,13071,13071
c00119_SRR5256...region001,0,13070,13070
c00170_SRR1167...region001,8119,21188,13069
c00518_SRR8879...region001,21845,34914,13069
c00126_SRR5229...region001,0,13068,13068
c00195_SRR5195...region001,0,13068,13068
c00340_ERR4661...region001,3135,16203,13068
c00138_SRR5581...region001,5613,18680,13067
c00149_SRR5918...region001,0,13066,13066
c00208_SRR1163...region001,0,13066,13066
c00119_SRR5207...region001,0,13065,13065
c00759_SRR9656...region001,0,13065,13065
c01146_SRR7011...region001,0,13065,13065
c00220_SRR5195...region001,0,13064,13064
c00748_SRR1167...region001,0,13064,13064
c00412_SRR6517...region001,0,13063,13063
c00062_S32rbin...region001,0,13061,13061
c00081_S264bin...region001,0,13060,13060
c00538_SRR1265...region001,0,13059,13059
c00333_SRR5195...region001,0,13058,13058
c00281_SRR1184...region001,32337,45394,13057
c00374_SRR1171...region001,0,13053,13053
c00215_ERR1051...region001,0,13051,13051
c00989_SRR5579...region001,0,13051,13051
c01635_SRR5195...region001,0,13051,13051
c00061_SRR1095...region001,81066,94114,13048
c00111_SRR8439...region001,4920,17967,13047
c00216_S404bin...region001,0,13047,13047
c00148_zpcx_8r...region001,0,13040,13040
c00287_R26rbin...region001,0,13040,13040
c00207_S173bin...region001,0,13039,13039
c00034_SRR1217...region001,0,13038,13038
c00136_SRR9691...region001,0,13038,13038
c00382_SRR1234...region001,0,13038,13038
c00125_SRR5699...region001,0,13037,13037
c00219_zpcx_26...region001,0,13037,13037
c00703_SRR1265...region001,0,13037,13037
c00185_zpcx_3r...region001,0,13036,13036
c00342_SRR5665...region001,0,13036,13036
c00327_SRR8931...region001,0,13034,13034
c00967_SRR3401...region001,0,13034,13034
c00097_SRR7102...region001,0,13033,13033
c00146_SRR8439...region001,0,13033,13033
c00079_SRR3954...region001,0,13031,13031
c00254_SRR6788...region001,0,13029,13029
c00051_SRR1234...region001,0,13028,13028
c00398_SRR3985...region001,0,13026,13026
c00633_SRR1036...region001,0,13026,13026
c00257_zpcx_17...region001,6707,19730,13023
c00098_SRR6517...region001,0,13022,13022
c00337_S406bin...region001,0,13020,13020
c00825_S182bin...region001,0,13020,13020
c00084_S390bin...region001,0,13019,13019
c00955_S75rbin...region001,0,13018,13018
c00095_SRR5260...region001,0,13017,13017
c00494_SRR8536...region001,0,13016,13016
c01595_SRR1217...region001,0,13016,13016
c00659_R2rebin...region001,0,13015,13015
c00711_S120bin...region001,0,13014,13014
c00162_S46rbin...region001,0,13012,13012
c00350_SRR1183...region001,0,13010,13010
c00443_SRR1103...region001,0,13010,13010
c00757_SRR5712...region001,0,13010,13010
c00643_S260bin...region001,0,13009,13009
c00180_SRR8879...region001,0,13008,13008
c00386_S351bin...region001,0,13007,13007
c00111_SRR9721...region001,0,13006,13006
c00391_SRR7004...region001,0,13006,13006
c00497_SRR6266...region001,0,13006,13006
c00004_SRR7141...region001,0,13005,13005
c00134_SRR1174...region001,0,13005,13005
c00600_SRR6181...region001,0,13004,13004
c00644_SRR1234...region001,0,13004,13004
c00859_SRR7967...region001,0,13004,13004
c00006_SRR1069...region001,0,13003,13003
c00323_SRR9691...region001,0,13003,13003
c00212_S179bin...region001,269,13270,13001
c00139_S5rebin...region001,0,13000,13000
c00211_neis65r...region001,0,13000,13000
c00263_SRR1167...region001,0,13000,13000
c00501_SRR5277...region001,0,13000,13000
c00371_SRR7015...region001,0,12999,12999
c00551_SRR5208...region001,0,12999,12999
c00149_S354bin...region001,0,12998,12998
c00239_SRR8881...region001,0,12998,12998
c00453_SRR8879...region001,62481,75479,12998
c00076_S182bin...region001,0,12997,12997
c00196_SRR5205...region001,0,12997,12997
c00075_SRR1217...region001,0,12996,12996
c00460_SRR1311...region001,0,12995,12995
c00417_S244bin...region001,0,12994,12994
c00283_SRR6517...region001,0,12993,12993
c00169_SRR7004...region001,0,12992,12992
c00369_SRR6185...region001,0,12992,12992
c00033_SRR3402...region001,0,12990,12990
c00249_S258bin...region001,0,12988,12988
c00131_innerS5...region001,0,12987,12987
c00004_SRR9032...region001,18509,31495,12986
c00274_SRR9691...region001,0,12986,12986
c00514_SRR1164...region001,0,12985,12985
c00834_SRR5582...region001,0,12985,12985
c00166_SRR7629...region001,341,13325,12984
c00231_SRR1094...region001,30102,43085,12983
c00237_SRR1268...region001,1515,14498,12983
c00505_SRR2844...region001,0,12983,12983
c00517_SRR1167...region001,0,12983,12983
c00133_innerS4...region001,0,12982,12982
c00752_SRR5271...region001,23730,36712,12982
c00256_S268bin...region001,0,12981,12981
c00124_SRR1161...region001,0,12980,12980
c00234_SRR6267...region001,0,12979,12979
c00667_SRR5918...region001,0,12979,12979
c00055_S268bin...region001,0,12978,12978
c00090_SRR1275...region001,14791,27769,12978
c00092_SRR7093...region001,111,13089,12978
c00104_S249bin...region001,0,12978,12978
c00332_S5rebin...region001,0,12978,12978
c01280_SRR6201...region001,0,12977,12977
c00081_SRR7686...region001,0,12975,12975
c00221_SRR1267...region001,0,12973,12973
c00331_ERR4661...region001,0,12973,12973
c00488_SRR5712...region001,0,12972,12972
c00024_S264bin...region001,6368,19339,12971
c00151_SRR8439...region001,0,12971,12971
c00709_SRR5581...region001,0,12971,12971
c00067_SRR3712...region001,0,12970,12970
c00087_SRR1157...region001,0,12970,12970
c00049_SRR5438...region001,0,12968,12968
c00127_SRR9009...region001,0,12968,12968
c00273_SRR1268...region001,0,12968,12968
c00053_SRR9691...region001,0,12967,12967
c00085_BRice_1...region001,0,12966,12966
c00543_S354bin...region001,0,12966,12966
c00629_SRR7094...region001,0,12966,12966
c00276_SRR1217...region001,3943,16908,12965
c00336_SRR8549...region001,0,12963,12963
c00663_SRR6958...region001,0,12963,12963
c00353_SRR1183...region001,0,12962,12962
c00466_SRR7497...region001,0,12962,12962
c00250_ERR4661...region001,0,12961,12961
c00057_SRR7093...region001,0,12960,12960
c00070_SRR1069...region001,0,12960,12960
c00116_S342bin...region001,0,12960,12960
c01363_zpcx_11...region001,0,12960,12960
c00011_SRR1099...region001,0,12959,12959
c00409_S114bin...region001,0,12958,12958
c00539_SRR9009...region001,0,12958,12958
c00398_SRR1103...region001,9326,22283,12957
c00239_SRR2546...region001,0,12956,12956
c00044_GM2bin....region001,0,12955,12955
c00146_SRR8556...region001,0,12955,12955
c00154_S384bin...region001,0,12955,12955
c00121_SRR1292...region001,7015,19967,12952
c00415_SRR8549...region001,0,12951,12951
c00048_SRR8881...region001,4376,17325,12949
c00108_SRR9656...region001,3488,16437,12949
c00124_zpcx_8r...region001,4721,17669,12948
c00442_SRR1171...region001,0,12947,12947
c00273_SRR1292...region001,0,12946,12946
c00205_SRR8879...region001,0,12945,12945
c00085_SRR8558...region001,0,12944,12944
c00265_zpcx_16...region001,0,12944,12944
c00281_S326bin...region001,0,12944,12944
c00868_SRR1146...region001,0,12944,12944
c00681_SRR9691...region001,0,12943,12943
c00030_SRR3984...region001,18663,31605,12942
c00034_SRR1235...region001,102906,115848,12942
c00201_SRR1184...region001,0,12942,12942
c00330_SRR1167...region001,0,12941,12941
c00452_S328bin...region001,0,12941,12941
c00092_SRR3984...region001,12580,25519,12939
c00316_ERR4661...region001,0,12939,12939
c00379_SRR1167...region001,0,12939,12939
c00478_SRR5439...region001,0,12938,12938
c00226_SRR9691...region001,0,12937,12937
c00469_SRR6517...region001,0,12937,12937
c00214_SRR7629...region001,1187,14123,12936
c00473_S182bin...region001,0,12936,12936
c00544_SRR1924...region001,0,12936,12936
c00468_SRR1183...region001,0,12935,12935
c00065_SRR5823...region001,0,12934,12934
c00316_SRR1184...region001,0,12934,12934
c00503_SRR1105...region001,0,12934,12934
c00229_SRR7004...region001,0,12933,12933
c00161_SRR7967...region001,0,12932,12932
c00266_SRR8500...region001,0,12930,12930
c00014_S264bin...region001,0,12928,12928
c00576_SRR7096...region001,0,12928,12928
c00361_SRR7004...region001,0,12927,12927
c00131_S324bin...region001,0,12926,12926
c00037_SRR5699...region001,0,12925,12925
c00195_SRR5133...region001,317,13242,12925
c00234_S12rbin...region001,0,12924,12924
c00247_SRR6517...region001,5579,18503,12924
c00070_SRR7026...region001,0,12923,12923
c00078_SRR1146...region001,0,12923,12923
c00299_SRR9691...region001,0,12923,12923
c00489_SRR5855...region001,0,12923,12923
c00167_S61rbin...region001,0,12921,12921
c00279_SRR7004...region001,0,12920,12920
c00171_SRR7101...region001,0,12919,12919
c00220_S404bin...region001,0,12919,12919
c00540_SRR1105...region001,0,12919,12919
c00217_SRR1267...region001,0,12918,12918
c00228_S386bin...region001,0,12917,12917
c00290_SRR7976...region001,0,12916,12916
c00324_SRR1026...region001,0,12916,12916
c00105_SRR5882...region001,0,12915,12915
c00123_S264bin...region001,0,12914,12914
c00105_SRR6185...region001,0,12912,12912
c00152_SRR7093...region001,0,12912,12912
c00447_SRR1096...region001,0,12912,12912
c00050_R99rbin...region001,0,12911,12911
c00405_SRR9032...region001,0,12911,12911
c00137_SRR8554...region001,0,12909,12909
c00248_SRR5581...region001,235,13144,12909
c00043_SRR7141...region001,0,12907,12907
c00509_S174bin...region001,2198,15105,12907
c00136_SRR6474...region001,0,12906,12906
c00211_SRR7102...region001,0,12906,12906
c00224_D3rbin....region001,0,12906,12906
c00360_S246bin...region001,0,12906,12906
c00555_SRR1183...region001,0,12904,12904
c00056_SRR1167...region001,0,12902,12902
c00101_SRR5690...region001,0,12901,12901
c00185_SRR1128...region001,28225,41126,12901
c00220_SRR1144...region001,0,12901,12901
c00620_SRR5579...region001,0,12901,12901
c00197_SRR5209...region001,9369,22269,12900
c00208_SRR1167...region001,0,12900,12900
c00349_SRR1069...region001,10676,23576,12900
c00099_S227bin...region001,0,12898,12898
c00122_SRR5678...region001,0,12898,12898
c00193_SRR6266...region001,0,12898,12898
c00148_SRR7102...region001,0,12897,12897
c00352_SRR7011...region001,0,12897,12897
c00045_SRR1237...region001,0,12896,12896
c00097_SRR1174...region001,0,12896,12896
c00405_SRR6266...region001,0,12896,12896
c00008_S62rbin...region001,33979,46873,12894
c00053_S213bin...region001,0,12894,12894
c00224_SRR1265...region001,8585,21477,12892
c01429_SRR7026...region001,0,12892,12892
c00188_SRR1174...region001,61990,74880,12890
c00233_S179bin...region001,0,12889,12889
c00180_SRR5712...region001,0,12885,12885
c00189_SRR1586...region001,0,12885,12885
c00427_SRR9082...region001,0,12884,12884
c00335_S335bin...region001,0,12881,12881
c00840_SRR1179...region001,0,12881,12881
c00150_SRR7091...region001,12324,25204,12880
c00138_SRR5690...region001,0,12879,12879
c00152_S5rebin...region001,26478,39357,12879
c00286_SRR5579...region001,0,12879,12879
c00020_SRR1167...region001,1831,14708,12877
c01519_SRR1265...region001,0,12877,12877
c00167_SRR8205...region001,646,13522,12876
c00627_SRR3985...region001,0,12876,12876
c00661_SRR1095...region001,0,12876,12876
c00009_zpcx_8r...region001,0,12875,12875
c00215_S191bin...region001,0,12875,12875
c00089_S261bin...region001,0,12874,12874
c00187_SRR1171...region001,0,12874,12874
c00193_SRR5177...region001,0,12873,12873
c00168_R125bin...region001,0,12871,12871
c00259_SRR1184...region001,0,12871,12871
c00131_S12rbin...region001,3172,16042,12870
c00624_SRR4027...region001,0,12870,12870
c00337_SRR1105...region001,0,12869,12869
c00961_SRR6517...region001,0,12869,12869
c00209_SRR7142...region001,43489,56356,12867
c00028_SRR2093...region001,0,12866,12866
c00069_SRR6185...region001,0,12866,12866
c00124_SRR5690...region001,0,12866,12866
c00166_SRR5582...region001,0,12866,12866
c00854_SRR2093...region001,0,12866,12866
c00010_SRR5468...region001,0,12865,12865
c00104_SRR1049...region001,0,12865,12865
c00322_SRR8438...region001,0,12865,12865
c00106_SRR1161...region001,27196,40060,12864
c00128_SRR7094...region001,0,12864,12864
c00937_SRR7026...region001,2834,15698,12864
c00083_SRR5209...region001,0,12862,12862
c01163_SRR8549...region001,0,12862,12862
c00007_SRR5581...region001,0,12861,12861
c00172_S264bin...region001,0,12861,12861
c00174_S351bin...region001,0,12860,12860
c00470_SRR8879...region001,2511,15371,12860
c00529_SRR7015...region001,0,12857,12857
c00116_SRR7097...region001,0,12855,12855
c00213_SRR2059...region001,0,12855,12855
c00635_SRR1217...region001,0,12855,12855
c00002_S225bin...region001,6548,19402,12854
c00079_SRR7004...region001,0,12854,12854
c00115_SRR1048...region001,0,12854,12854
c00120_SRR1096...region001,6217,19070,12853
c00203_SRR1247...region001,0,12853,12853
c00469_SRR3514...region001,0,12852,12852
c01292_SRR6201...region001,0,12852,12852
c00299_SRR1311...region001,5206,18057,12851
c00504_SRR8536...region001,0,12851,12851
c01322_SRR8439...region001,0,12851,12851
c00127_SRR8556...region001,0,12850,12850
c00100_SRR1237...region001,4334,17183,12849
c00392_S134bin...region001,0,12849,12849
c00082_S20rbin...region001,0,12848,12848
c00144_SRR5855...region001,1306,14154,12848
c00360_SRR3514...region001,0,12846,12846
c00064_S387bin...region001,0,12845,12845
c00398_SRR1265...region001,0,12845,12845
c00429_S179bin...region001,0,12845,12845
c00019_SRR3990...region001,0,12844,12844
c00085_SRR1269...region001,0,12844,12844
c00424_ED2bin....region001,0,12844,12844
c00014_SRR5468...region001,0,12842,12842
