BGC_region,Start,End,Length
c00101_neis65r...region001,0,51724,51724
c00120_S227bin...region001,0,51702,51702
c00103_S118bin...region001,0,51694,51694
c00076_SRR8879...region001,19336,70974,51638
c00033_SRR7093...region001,0,51636,51636
c00048_SRR1099...region001,0,51635,51635
c00167_ED2bin....region001,2642,54271,51629
c00066_S276bin...region001,0,51613,51613
c00247_S379bin...region001,0,51590,51590
c00062_SRR8544...region001,67953,119523,51570
c00473_SRR8558...region001,1173,52731,51558
c00058_SRR8544...region001,0,51530,51530
c00118_SRR5582...region001,0,51523,51523
c00099_S165bin...region001,4366,55888,51522
c00012_SRR1265...region002,239059,290551,51492
c00012_SRR9009...region001,134270,185747,51477
c00052_SRR8443...region001,28361,79826,51465
c00084_SRR1161...region001,28472,79937,51465
c00007_SRR1320...region001,10136,61596,51460
c00021_SRR1167...region003,317970,369427,51457
c00109_S25rbin...region001,23509,74914,51405
c00084_SRR8863...region001,0,51346,51346
c00002_S261bin...region001,255500,306837,51337
c01218_zpcx_11...region001,0,51335,51335
c00062_SRR7091...region001,173943,225274,51331
c00005_SRR1208...region001,286668,337991,51323
c00034_S400bin...region001,10883,62202,51319
c00005_SRR6474...region004,855531,906845,51314
c00314_SRR7097...region001,0,51292,51292
c00077_SRR1234...region001,0,51291,51291
c00008_SRR1276...region005,1268980,1320196,51216
c00023_SRR9597...region001,18754,69936,51182
c00183_SRR9009...region001,27641,78785,51144
c00133_SRR7097...region001,22166,73288,51122
c00044_SRR1379...region001,853,51950,51097
c00020_S75rbin...region001,100461,151546,51085
c00011_SRR1094...region001,0,51058,51058
c00050_SRR1586...region001,0,51052,51052
c00125_SRR6958...region001,23366,74415,51049
c00017_SRR1094...region001,0,51048,51048
c00034_SRR2029...region001,26011,76979,50968
c00019_SRR1095...region001,4172,55118,50946
c00034_S313bin...region001,0,50937,50937
c00066_SRR7003...region001,13050,63984,50934
c00219_SRR7097...region001,0,50931,50931
c00061_SRR7976...region001,0,50892,50892
c00074_SRR8879...region001,2287,53168,50881
c00043_SRR1234...region001,58039,108845,50806
c00031_zpcx_26...region001,6754,57556,50802
c00292_S386bin...region001,0,50797,50797
c00171_SRR7003...region002,52634,103428,50794
c00204_SRR1167...region001,0,50788,50788
c00006_SRR1217...region001,314843,365628,50785
c00089_SRR5439...region001,0,50781,50781
c00098_SRR1183...region001,6634,57412,50778
c00163_S276bin...region001,19234,69995,50761
c00030_SRR1058...region001,76050,126799,50749
c00047_SRR7011...region002,106116,156857,50741
c00357_SRR1095...region001,6104,56832,50728
c00387_SRR1167...region001,1210,51935,50725
c00076_S276bin...region001,65943,116608,50665
c00045_SRR9009...region001,154224,204871,50647
c00046_SRR5582...region001,30472,81115,50643
c00048_SRR1265...region002,201425,252053,50628
c00045_S313bin...region001,2443,53039,50596
c00095_SRR7141...region001,8781,59374,50593
c00176_SRR3402...region002,249360,299944,50584
c00011_SRR1292...region001,8183,58764,50581
c00034_SRR5195...region001,0,50576,50576
c00164_SRR1586...region001,1790,52364,50574
c00330_SRR8879...region001,1,50527,50526
c00063_S251bin...region001,96695,147199,50504
c00263_SRR6201...region001,0,50498,50498
c00018_SRR1144...region001,51335,101729,50394
c00025_S264bin...region001,0,50360,50360
c00584_zpcx_11...region001,0,50334,50334
c00022_SRR7965...region001,0,50321,50321
c00040_SRR1320...region001,12687,62969,50282
c00020_SRR1379...region001,0,50266,50266
c00114_SRR7142...region001,0,50265,50265
c00030_SRR5209...region002,222775,273035,50260
c00062_SRR1234...region001,22121,72334,50213
c00060_SRR3982...region001,38400,88611,50211
c00007_S313bin...region001,0,50189,50189
c00034_SRR1103...region001,0,50157,50157
c00296_SRR8543...region001,0,50133,50133
c00404_SRR8554...region001,2311,52444,50133
c00144_S379bin...region001,0,50105,50105
c00016_S313bin...region001,0,50101,50101
c00103_SRR1237...region001,0,50077,50077
c00291_SRR8090...region001,29984,80055,50071
c00334_SRR8090...region001,164765,214821,50056
c00031_SRR5579...region002,42094,92118,50024
c00111_SRR8879...region001,31225,81205,49980
c00011_SRR7091...region001,96056,146035,49979
c00002_SRR7098...region001,1515532,1565507,49975
c00094_SRR5855...region001,89686,139644,49958
c00163_SRR1265...region001,44039,93967,49928
c00174_SRR3402...region001,22117,72030,49913
c00131_SRR9656...region001,14467,64353,49886
c00023_S171bin...region001,22662,72523,49861
c00006_S63rbin...region001,21139,70976,49837
c00229_S14rbin...region001,0,49832,49832
c00079_SRR9082...region001,17725,67556,49831
c00158_SRR9650...region001,9538,59366,49828
c00018_SRR1095...region002,141123,190932,49809
c00177_SRR8879...region001,3338,53143,49805
c00288_SRR5699...region001,22812,72610,49798
c00029_SRR8554...region001,0,49778,49778
c00152_SRR7097...region001,0,49778,49778
c00392_SRR5882...region001,0,49753,49753
c00148_SRR5823...region001,1030,50759,49729
c00488_SRR1183...region001,0,49716,49716
c00078_SRR1058...region002,130120,179834,49714
c00664_S75rbin...region001,0,49714,49714
c00125_SRR1217...region001,49452,99128,49676
c00034_SRR2059...region001,208782,258452,49670
c00006_S406bin...region001,53751,103417,49666
c00090_S5rebin...region001,100293,149953,49660
c00097_SRR9009...region001,9110,58768,49658
c00009_SRR8931...region001,68395,118043,49648
c00200_SRR1161...region001,0,49646,49646
c00117_S387bin...region001,89419,139057,49638
c00073_SRR5687...region001,31256,80885,49629
c00016_SRR1171...region001,51321,100914,49593
c00057_SRR1926...region001,18819,68401,49582
c00121_S75rbin...region001,1734,51303,49569
c00129_ERR1051...region001,0,49549,49549
c00101_SRR1217...region001,50602,100131,49529
c00061_S135bin...region001,661,50184,49523
c00041_SRR1094...region003,192191,241671,49480
c00099_SRR5823...region001,0,49399,49399
c00081_SRR8549...region002,99816,149197,49381
c00233_SRR7141...region001,1455,50831,49376
c00109_SRR8879...region001,48483,97848,49365
c00002_SRR1184...region001,40039,89371,49332
c00058_S47rbin...region001,33116,82446,49330
c00193_S264bin...region001,19624,68882,49258
c00045_SRR1586...region001,29346,78574,49228
c00026_SRR8554...region001,15691,64883,49192
c00096_SRR9650...region001,0,49161,49161
c00014_SRR8500...region001,3400,52559,49159
c00114_SRR1183...region001,0,49149,49149
c00098_SRR5210...region001,0,49126,49126
c00020_S276bin...region001,23444,72518,49074
c00525_SRR1265...region001,0,49058,49058
c00270_SRR1161...region001,2888,51900,49012
c00093_S351bin...region001,52436,101424,48988
c00060_SRR1128...region001,27492,76477,48985
c00322_SRR7004...region001,2811,51794,48983
c00010_S335bin...region001,0,48950,48950
c00293_SRR6478...region001,0,48907,48907
c00177_SRR6202...region001,0,48896,48896
c00068_S351bin...region001,23052,71947,48895
c00007_SRR1167...region002,166385,215275,48890
c00047_SRR7687...region001,0,48885,48885
c00094_SRR5829...region001,253677,302539,48862
c00127_SRR8440...region001,81636,130492,48856
c00098_SRR8500...region001,9398,58249,48851
c00048_SRR1292...region001,3651,52495,48844
c00006_SRR8544...region001,26671,75489,48818
c00087_SRR1095...region001,0,48799,48799
c00205_SRR1217...region001,14005,62800,48795
c00034_SRR1265...region002,322823,371567,48744
c00230_SRR5690...region001,0,48715,48715
c00525_SRR1105...region001,7221,55936,48715
c00145_S193bin...region001,0,48700,48700
c00049_S329bin...region001,0,48663,48663
c00052_SRR7687...region001,17072,65712,48640
c00064_S171bin...region001,105019,153638,48619
c00032_SRR8663...region001,0,48604,48604
c00112_SRR6266...region001,61446,110041,48595
c00089_SRR5214...region001,90121,138695,48574
c00077_SRR7004...region001,28817,77385,48568
c00068_SRR3984...region001,73129,121694,48565
c00090_SRR5271...region001,34332,82888,48556
c00029_SRR1095...region003,94950,143492,48542
c00084_S7rebin...region001,49717,98238,48521
c00063_SRR8879...region002,182076,230573,48497
c00078_S386bin...region001,22642,71138,48496
c00183_SRR7026...region001,928,49367,48439
c00051_SRR7004...region001,27424,75860,48436
c00037_SRR5877...region001,5977,54397,48420
c00303_SRR1206...region001,0,48417,48417
c00052_SRR5581...region002,364742,413157,48415
c00139_SRR1237...region001,0,48374,48374
c00157_SRR9648...region001,0,48372,48372
c00148_SRR5829...region001,8404,56764,48360
c00168_SRR1146...region001,2164,50507,48343
c00059_SRR1234...region001,0,48314,48314
c00034_SRR7093...region001,160912,209208,48296
c00001_SRR7629...region001,10432,58715,48283
c00099_SRR5855...region003,178139,226349,48210
c00342_SRR6202...region001,0,48208,48208
c00026_S62rbin...region001,29055,77211,48156
c00174_SRR1234...region001,16673,64784,48111
c00183_SRR3984...region001,39287,87384,48097
c00015_SRR6185...region002,57076,105152,48076
c00075_SRR1157...region001,2547,50615,48068
c00160_SRR8676...region001,22807,70866,48059
c00103_SRR1183...region004,312204,360235,48031
c00003_SRR7142...region002,372555,420580,48025
c00169_S326bin...region002,57979,105992,48013
c00008_SRR7629...region001,30940,78944,48004
c00391_SRR5215...region001,0,48001,48001
c00159_S326bin...region001,0,47972,47972
c00064_SRR5579...region001,686,48653,47967
c00022_SRR1272...region001,7584,55526,47942
c00048_SRR5823...region001,183043,230971,47928
c00016_SRR7497...region001,0,47910,47910
c00154_SRR6049...region001,45757,93659,47902
c00028_SRR1167...region002,123436,171306,47870
c00051_SRR1237...region001,18944,66806,47862
c00161_SRR5258...region002,133036,180885,47849
c00024_S276bin...region001,24333,72169,47836
c00060_SRR1217...region002,43748,91584,47836
c00136_SRR5582...region001,69706,117532,47826
c00044_SRR1268...region001,936,48742,47806
c00011_S32rbin...region001,19974,67777,47803
c00043_SRR1179...region001,11436,59227,47791
c00044_SRR7004...region001,261,48049,47788
c00032_SRR6185...region003,164937,212716,47779
c00067_SRR8879...region001,18533,66286,47753
c00130_SRR1179...region001,52389,100134,47745
c00317_S75rbin...region001,14369,62112,47743
c00545_SRR8543...region001,0,47742,47742
c00011_SRR1265...region002,101842,149560,47718
c00014_SRR7100...region002,59309,107025,47716
c00075_SRR7967...region001,3465,51174,47709
c00023_SRR1265...region002,295553,343245,47692
c00106_D1rbin....region001,48933,96622,47689
c00033_S257bin...region001,52300,99968,47668
c00067_SRR6202...region001,14293,61946,47653
c00044_SRR5177...region001,144724,192368,47644
c00006_S354bin...region001,7106,54744,47638
c00159_SRR7004...region001,29217,76855,47638
c00210_SRR1095...region001,16749,64358,47609
c00022_SRR5712...region001,8051,55650,47599
c00005_SRR1277...region001,30465,78063,47598
c00054_SRR5215...region002,290671,338230,47559
c00038_SRR5823...region001,39717,87274,47557
c00078_S326bin...region001,0,47557,47557
c00098_SRR3402...region001,0,47517,47517
c00174_SRR6202...region001,1,47512,47511
c00075_SRR1234...region001,78609,126118,47509
c00072_SRR6474...region001,20424,67924,47500
c00276_SRR5195...region001,591118,638617,47499
c00010_SRR7629...region001,235325,282801,47476
c00691_SRR7094...region001,0,47473,47473
c00030_SRR8443...region002,121216,168671,47455
c00070_SRR1167...region001,2511,49960,47449
c00111_SRR6201...region001,14099,61542,47443
c00015_SRR7468...region001,15932,63369,47437
c00103_SRR5579...region001,17415,64852,47437
c00426_SRR4027...region001,23308,70732,47424
c00072_SRR5210...region001,33175,80561,47386
c00224_SRR1146...region001,0,47384,47384
c00033_SRR6195...region001,4913,52290,47377
c00034_SRR1955...region001,53452,100820,47368
c00038_SRR1276...region001,561258,608617,47359
c00059_SRR1237...region001,0,47354,47354
c00168_S366bin...region001,0,47348,47348
c00133_S7rebin...region001,0,47346,47346
c00074_SRR1179...region001,44166,91507,47341
c00994_S75rbin...region001,0,47339,47339
c00003_SRR8556...region001,23684,71022,47338
c00026_SRR8442...region001,20097,67434,47337
c00037_SRR7976...region001,8742,56068,47326
c00179_S326bin...region001,73441,120761,47320
c00050_SRR7976...region001,55411,102727,47316
c00118_SRR7687...region001,64935,112246,47311
c00085_SRR5855...region001,946,48255,47309
c00432_SRR3984...region001,0,47303,47303
c00051_SRR5579...region001,35634,82927,47293
c00036_SRR1096...region001,139251,186538,47287
c00017_SRR1217...region002,304937,352218,47281
c00052_SRR1234...region001,40734,88009,47275
c00043_SRR1265...region001,26590,73856,47266
c00154_S25rbin...region001,1321,48581,47260
c00029_S141bin...region001,995,48242,47247
c00557_SRR1183...region001,25361,72600,47239
c00247_D4rbin....region001,24298,71525,47227
c00139_SRR1234...region002,71281,118497,47216
c00034_S20rbin...region002,972857,1020072,47215
c00057_ED2bin....region001,0,47196,47196
c00010_SRR7882...region001,0,47194,47194
c00021_SRR1183...region004,1238892,1286071,47179
c00008_S108bin...region001,48330,95490,47160
c00167_S32rbin...region001,2,47147,47145
c00150_SRR6202...region001,3119,50260,47141
c00004_SRR1069...region001,323330,370464,47134
c00009_SRR6476...region001,355444,402556,47112
c00290_SRR8543...region001,0,47092,47092
c00032_S406bin...region001,28550,75623,47073
c00026_S244bin...region001,49353,96421,47068
c00343_S379bin...region001,0,47066,47066
c00162_SRR5582...region001,0,47061,47061
c00099_SRR8663...region001,1,47060,47059
c00168_SRR1291...region001,9112,56168,47056
c00404_SRR9691...region001,203,47258,47055
c00075_SRR5195...region001,4639,51683,47044
c00063_SRR5823...region001,16856,63870,47014
c00017_SRR8549...region001,5287,52295,47008
c00030_SRR7003...region001,0,46995,46995
c00200_SRR5823...region001,105287,152265,46978
c00007_SRR7091...region002,279556,326519,46963
c00160_SRR1183...region001,8773,55728,46955
c00029_SRR7102...region002,203848,250783,46935
c00078_SRR1184...region001,61158,108088,46930
c00108_SRR3509...region001,0,46929,46929
c00097_SRR1311...region001,18821,65749,46928
c00117_S313bin...region001,0,46912,46912
c00424_SRR1099...region001,9310,56209,46899
c00111_SRR1586...region001,10708,57574,46866
c00031_SRR8544...region001,70872,117703,46831
c00209_S268bin...region001,7843,54640,46797
c00110_SRR1234...region001,41185,87959,46774
c00059_SRR5215...region001,108402,155171,46769
c00363_SRR7003...region001,0,46745,46745
c00865_SRR1291...region001,0,46736,46736
c00012_SRR1164...region002,99633,146356,46723
c00081_SRR1179...region001,63441,110161,46720
c00028_SRR6185...region001,51912,98612,46700
c01024_S75rbin...region001,0,46685,46685
c00220_SRR7098...region001,16984,63668,46684
c00052_SRR5215...region001,0,46677,46677
c00684_SRR5690...region001,11098,57774,46676
c00091_SRR8558...region001,0,46648,46648
c00256_SRR1234...region001,0,46644,46644
c00013_SRR5877...region002,254740,301378,46638
c00356_innerS6...region001,0,46621,46621
c00081_SRR7687...region001,0,46612,46612
c00056_SRR1265...region002,47403,94000,46597
c00319_SRR5215...region001,0,46589,46589
c00003_SRR1227...region001,8282,54846,46564
c00063_SRR8556...region001,0,46563,46563
c00006_S62rbin...region001,97644,144184,46540
c00313_SRR5579...region001,0,46526,46526
c00096_S7rebin...region001,24629,71152,46523
c00024_SRR1171...region001,7421,53904,46483
c00001_SRR5436...region001,119946,166426,46480
c00014_SRR7003...region002,1024108,1070570,46462
c00036_SRR1095...region002,60424,106883,46459
c00075_D4rbin....region001,22259,68718,46459
c00021_SRR1184...region001,4530,50980,46450
c00036_SRR7741...region001,18108,64552,46444
c00093_S264bin...region001,28928,75358,46430
c00019_S75rbin...region001,29,46452,46423
c00010_S406bin...region001,18503,64923,46420
c00460_SRR1174...region001,0,46409,46409
c00218_SRR5208...region001,46009,92416,46407
c00171_SRR1095...region001,0,46404,46404
c00065_S25rbin...region001,12209,58610,46401
c00005_SRR1234...region002,393063,439429,46366
c00037_SRR8931...region001,123569,169932,46363
c00116_S400bin...region001,0,46341,46341
c00234_SRR1171...region001,0,46337,46337
c00036_S326bin...region001,0,46332,46332
c00010_S309bin...region001,32538,78868,46330
c00175_SRR1217...region001,4087,50414,46327
c00461_SRR1105...region001,2869,49191,46322
c00122_SRR8439...region001,1410,47719,46309
c00012_SRR7091...region001,357333,403616,46283
c00048_SRR5881...region001,17297,63577,46280
c00130_S313bin...region001,0,46277,46277
c00014_S237bin...region001,2983,49256,46273
c00104_SRR1265...region001,0,46262,46262
c00249_D3rbin....region001,46351,92612,46261
c00112_SRR8558...region001,48696,94954,46258
c00009_SRR5195...region001,199837,246083,46246
c00001_SRR6202...region001,4365,50599,46234
c00021_SRR5581...region001,179212,225437,46225
c00022_SRR6195...region001,30609,76819,46210
