Supplementary Data 1. Detailed information about the soil metagenomes used to reconstruct metagenome-assembled genomes(MAGs).  ,,,,,,,,,,,,,
Sample,user_genome,mag_num,Project,Source,Nation,Continent,Ecosystem,Paired_seqs,Lat,Lon,Bioproject,Biosample,Depth
SRR4030068,SRR4030068rbin,83,SRA,Public Data,United States,North America,Artificial Surfaces,285717762,39.55,-107.97,PRJNA330070,SAMN05422105,Not applicable
SRR4030081,SRR4030081rbin,1,SRA,Public Data,United States,North America,Forest,54453634,38.88,-120.64,PRJNA330146,SAMN05422197,Not applicable
SRR4051794,SRR4051794rbin,7,SRA,Public Data,United States,North America,Grassland,153249146,38.99297339,-123.0674491,PRJNA330082,SAMN05422231,Not applicable
SRR4051795,SRR4051795rbin,2,SRA,Public Data,United States,North America,Grassland,184265666,38.99297339,-123.0674491,PRJNA330082,SAMN05422231,Not applicable
SRR4051812,SRR4051812rbin,8,SRA,Public Data,United States,North America,Grassland,177578282,38.99297339,-123.0674491,PRJNA330069,SAMN05422225,Not applicable
SRR4241755,SRR4241755rbin,8,SRA,Public Data,United States,North America,Grassland,138132810,43.44,-92.38,PRJNA342239,SAMN05751211,Not applicable
SRR4249926,SRR4249926,0,SRA,Public Data,Canada,North America,Forest,22545054,45.68,-72,PRJNA343121,SAMN05767920,Not applicable
SRR4249927,SRR4249927,0,SRA,Public Data,Canada,North America,Forest,27931172,45.68,-72,PRJNA343121,SAMN05767921,Not applicable
SRR4249928,SRR4249928,0,SRA,Public Data,Canada,North America,Forest,25398472,45.68,-72,PRJNA343121,SAMN05767922,Not applicable
SRR4249929,SRR4249929,0,SRA,Public Data,Canada,North America,Forest,28413746,45.68,-72,PRJNA343121,SAMN05767923,Not applicable
SRR4249930,SRR4249930,0,SRA,Public Data,Canada,North America,Forest,21852258,45.68,-72,PRJNA343121,SAMN05767924,Not applicable
SRR4289284,SRR4289284rbin,1,SRA,Public Data,China,Asia,Forest,67316566,36.04,108.32,PRJNA343355,SAMN05786375,Not applicable
SRR4289285,SRR4289285rbin,1,SRA,Public Data,China,Asia,Forest,67336582,36.04,108.32,PRJNA343355,SAMN05786376,Not applicable
SRR4289287,SRR4289287rbin,3,SRA,Public Data,China,Asia,Forest,85713420,36.02,108.31,PRJNA343355,SAMN05786378,Not applicable
SRR4289288,SRR4289288rbin,3,SRA,Public Data,China,Asia,Forest,65584060,36.02,108.31,PRJNA343355,SAMN05786379,Not applicable
SRR4289289,SRR4289289rbin,3,SRA,Public Data,China,Asia,Forest,66435296,36.02,108.31,PRJNA343355,SAMN05786380,Not applicable
SRR4289290,SRR4289290rbin,2,SRA,Public Data,China,Asia,Forest,65798034,36.02,108.32,PRJNA343355,SAMN05786381,Not applicable
SRR4289291,SRR4289291rbin,2,SRA,Public Data,China,Asia,Forest,66952490,36.02,108.32,PRJNA343355,SAMN05786382,Not applicable
SRR4289292,SRR4289292rbin,3,SRA,Public Data,China,Asia,Forest,58288214,36.02,108.32,PRJNA343355,SAMN05786383,Not applicable
SRR5035371,SRR5035371rbin,4,SRA,Public Data,Germany,Europe,Forest,27826548,50.8,8.812,PRJNA352707,SAMN05991020,Not applicable
SRR5127900,SRR5127900rbin,1,SRA,Public Data,China,Asia,Agricultural Land,60501678,45.41,126.45,PRJNA356667,SAMN06114544,Not applicable
SRR5130478,SRR5130478,0,SRA,Public Data,China,Asia,Agricultural Land,54632112,45.41,126.45,PRJNA356667,SAMN06114544,Not applicable
SRR5130604,SRR5130604,0,SRA,Public Data,China,Asia,Agricultural Land,59816030,45.41,126.45,PRJNA356667,SAMN06114544,Not applicable
SRR5133178,SRR5133178rbin,19,SRA,Public Data,China,Asia,Agricultural Land,166184562,23.619323,116.87216,PRJNA356321,SAMN06092822,Not applicable
SRR5133179,SRR5133179rbin,15,SRA,Public Data,China,Asia,Agricultural Land,173366478,23.621002,116.871869,PRJNA356321,SAMN06092823,Not applicable
SRR5152881,SRR5152881rbin,1,SRA,Public Data,China,Asia,Agricultural Land,60922822,45.41,126.45,PRJNA360469,SAMN06114544,Not applicable
SRR5152911,SRR5152911,0,SRA,Public Data,China,Asia,Agricultural Land,59112684,45.41,126.45,PRJNA360469,SAMN06114544,Not applicable
SRR5152955,SRR5152955rbin,1,SRA,Public Data,China,Asia,Agricultural Land,59916328,45.41,126.45,PRJNA360469,SAMN06114544,Not applicable
SRR5153238,SRR5153238rbin,1,SRA,Public Data,China,Asia,Agricultural Land,54302546,45.41,126.45,PRJNA360469,SAMN06114544,Not applicable
SRR5177928,SRR5177928rbin,13,SRA,Public Data,China,Asia,Agricultural Land,163715424,23.622873,116.81516,PRJNA356321,SAMN06092825,Not applicable
SRR5177929,SRR5177929rbin,33,SRA,Public Data,China,Asia,Agricultural Land,153617318,23.624572,116.811869,PRJNA356321,SAMN06092824,Not applicable
SRR5195106,SRR5195106rbin,17,SRA,Public Data,United States,North America,Agricultural Land,195194036,26.17,-97.96,PRJNA362455,SAMN06239031,Not applicable
SRR5195107,SRR5195107rbin,16,SRA,Public Data,United States,North America,Agricultural Land,172744720,26.17,-97.96,PRJNA362455,SAMN06239030,Not applicable
SRR5195108,SRR5195108rbin,16,SRA,Public Data,United States,North America,Agricultural Land,202871950,28.11,-81.71,PRJNA362455,SAMN06239029,Not applicable
SRR5195109,SRR5195109rbin,33,SRA,Public Data,United States,North America,Agricultural Land,185552038,28.11,-81.71,PRJNA362455,SAMN06239028,Not applicable
SRR5195110,SRR5195110rbin,9,SRA,Public Data,United States,North America,Agricultural Land,203834218,33.89,-117.42,PRJNA362455,SAMN06239027,Not applicable
SRR5195111,SRR5195111rbin,10,SRA,Public Data,United States,North America,Agricultural Land,196359440,33.89,-117.42,PRJNA362455,SAMN06239026,Not applicable
SRR5195112,SRR5195112rbin,32,SRA,Public Data,Spain,Europe,Agricultural Land,195842596,39.58,-0.36,PRJNA362455,SAMN06239025,Not applicable
SRR5195114,SRR5195114rbin,38,SRA,Public Data,Spain,Europe,Agricultural Land,204280300,37.51,-5.81,PRJNA362455,SAMN06239023,Not applicable
SRR5195115,SRR5195115rbin,37,SRA,Public Data,Spain,Europe,Agricultural Land,186777956,37.51,-5.81,PRJNA362455,SAMN06239022,Not applicable
SRR5195116,SRR5195116rbin,17,SRA,Public Data,South Africa,Africa,Agricultural Land,203321116,-25.44,30.99,PRJNA362455,SAMN06239021,Not applicable
SRR5195117,SRR5195117rbin,40,SRA,Public Data,South Africa,Africa,Agricultural Land,200495474,-25.77,27.61,PRJNA362455,SAMN06239020,Not applicable
SRR5195118,SRR5195118rbin,43,SRA,Public Data,South Africa,Africa,Agricultural Land,202968060,-24.36,30.72,PRJNA362455,SAMN06239019,Not applicable
SRR5195119,SRR5195119rbin,16,SRA,Public Data,Italy,Europe,Agricultural Land,197432436,37.49,14.81,PRJNA362455,SAMN06239018,Not applicable
SRR5195121,SRR5195121rbin,15,SRA,Public Data,Italy,Europe,Agricultural Land,192685554,37.28,14.88,PRJNA362455,SAMN06239016,Not applicable
SRR5195123,SRR5195123rbin,10,SRA,Public Data,Italy,Europe,Agricultural Land,188520716,38.28,16.24,PRJNA362455,SAMN06239014,Not applicable
SRR5195124,SRR5195124rbin,6,SRA,Public Data,Italy,Europe,Agricultural Land,182097702,38.28,16.24,PRJNA362455,SAMN06239013,Not applicable
SRR5195126,SRR5195126rbin,11,SRA,Public Data,Reunion,Africa,Agricultural Land,196032702,-21.35,55.57,PRJNA362455,SAMN06239011,Not applicable
SRR5195127,SRR5195127rbin,24,SRA,Public Data,Reunion,Africa,Agricultural Land,198725224,-21.34,55.56,PRJNA362455,SAMN06239010,Not applicable
SRR5195129,SRR5195129rbin,34,SRA,Public Data,Reunion,Africa,Agricultural Land,197363592,-21.2,55.53,PRJNA362455,SAMN06239008,Not applicable
SRR5195131,SRR5195131rbin,21,SRA,Public Data,China,Asia,Agricultural Land,188800198,25.46,114.52,PRJNA362455,SAMN06239006,Not applicable
SRR5195132,SRR5195132rbin,18,SRA,Public Data,China,Asia,Agricultural Land,197609194,25.46,114.52,PRJNA362455,SAMN06239005,Not applicable
SRR5195133,SRR5195133rbin,20,SRA,Public Data,China,Asia,Agricultural Land,197804646,23.07,108.18,PRJNA362455,SAMN06239004,Not applicable
SRR5195135,SRR5195135rbin,30,SRA,Public Data,China,Asia,Agricultural Land,189565214,23.64,112.82,PRJNA362455,SAMN06239002,Not applicable
SRR5195136,SRR5195136rbin,25,SRA,Public Data,China,Asia,Agricultural Land,194087094,23.64,112.82,PRJNA362455,SAMN06239001,Not applicable
SRR5195137,SRR5195137rbin,18,SRA,Public Data,Argentina,South America,Agricultural Land,196971702,-26.240738,-54.1545975,PRJNA362455,SAMN06239000,Not applicable
SRR5195138,SRR5195138rbin,10,SRA,Public Data,Argentina,South America,Agricultural Land,192747456,-26.240738,-54.1545975,PRJNA362455,SAMN06238999,Not applicable
SRR5195139,SRR5195139rbin,12,SRA,Public Data,Argentina,South America,Agricultural Land,198124666,-26.240738,-54.1545975,PRJNA362455,SAMN06238998,Not applicable
SRR5195140,SRR5195140rbin,12,SRA,Public Data,Argentina,South America,Agricultural Land,197413576,-26.240738,-54.1545975,PRJNA362455,SAMN06238997,Not applicable
SRR5195141,SRR5195141rbin,14,SRA,Public Data,Argentina,South America,Agricultural Land,197906288,-26.240738,-54.1545975,PRJNA362455,SAMN06238996,Not applicable
SRR5195142,SRR5195142rbin,11,SRA,Public Data,Argentina,South America,Agricultural Land,198120168,-26.240738,-54.1545975,PRJNA362455,SAMN06238995,Not applicable
SRR5195143,SRR5195143rbin,26,SRA,Public Data,AUnited Statestralia,Australia,Agricultural Land,206089498,-25.59,151.3,PRJNA362455,SAMN06238994,Not applicable
SRR5195144,SRR5195144rbin,26,SRA,Public Data,AUnited Statestralia,Australia,Agricultural Land,189457918,-25.59,151.3,PRJNA362455,SAMN06238993,Not applicable
SRR5195145,SRR5195145rbin,18,SRA,Public Data,AUnited Statestralia,Australia,Agricultural Land,204722492,-37.17,146.22,PRJNA362455,SAMN06238992,Not applicable
SRR5195146,SRR5195146rbin,12,SRA,Public Data,AUnited Statestralia,Australia,Agricultural Land,191423404,-37.17,146.22,PRJNA362455,SAMN06238991,Not applicable
SRR5195147,SRR5195147rbin,13,SRA,Public Data,AUnited Statestralia,Australia,Agricultural Land,203078070,-34.18,142.15,PRJNA362455,SAMN06238990,Not applicable
SRR5195148,SRR5195148rbin,13,SRA,Public Data,AUnited Statestralia,Australia,Agricultural Land,191902098,-34.18,142.15,PRJNA362455,SAMN06238989,Not applicable
SRR5204862,SRR5204862rbin,3,SRA,Public Data,United States,North America,Grassland,57861166,39.7392,-123.6308,PRJNA365672,SAMN06266446,0.1 m
SRR5204863,SRR5204863rbin,6,SRA,Public Data,United States,North America,Grassland,77344974,39.7392,-123.6308,PRJNA365672,SAMN06266446,0.1 m
SRR5205085,SRR5205085rbin,11,SRA,Public Data,United States,North America,Grassland,91232044,39.7392,-123.6308,PRJNA365692,SAMN06266388,0.1 m
SRR5205807,SRR5205807rbin,12,SRA,Public Data,United States,North America,Grassland,72360248,39.7392,-123.6308,PRJNA365693,SAMN06266477,0.1 m
SRR5205809,SRR5205809rbin,10,SRA,Public Data,United States,North America,Grassland,49146694,39.7392,-123.6308,PRJNA365695,SAMN06266478,0.3 m
SRR5205814,SRR5205814rbin,11,SRA,Public Data,United States,North America,Grassland,71753108,39.7392,-123.6308,PRJNA365694,SAMN06264649,0.1 m
SRR5205823,SRR5205823rbin,12,SRA,Public Data,"USA: California, Angelo Coastal Reserve",North America,Grassland,96535332,39.7392,-123.6308,PRJNA365696,SAMN06266479,0.1 m
SRR5206468,SRR5206468rbin,11,SRA,Public Data,United States,North America,Grassland,90764428,39.7392,-123.6308,PRJNA365697,SAMN06266454,0.3 m
SRR5207236,SRR5207236rbin,15,SRA,Public Data,United States,North America,Grassland,81628812,39.7392,-123.6308,PRJNA365700,SAMN06266481,0.1 m
SRR5207237,SRR5207237rbin,12,SRA,Public Data,United States,North America,Grassland,80673496,39.7392,-123.6308,PRJNA365698,SAMN06266455,0.1 m
SRR5207244,SRR5207244rbin,19,SRA,Public Data,United States,North America,Grassland,91088990,39.7392,-123.6308,PRJNA365699,SAMN06264648,0.3 m
SRR5207245,SRR5207245rbin,14,SRA,Public Data,United States,North America,Grassland,74251022,39.7392,-123.6308,PRJNA365701,SAMN06264883,0.3 m
SRR5207247,SRR5207247rbin,21,SRA,Public Data,United States,North America,Grassland,73991636,39.7392,-123.6308,PRJNA365704,SAMN06264634,0.3 m
SRR5207248,SRR5207248rbin,12,SRA,Public Data,United States,North America,Grassland,76297710,39.7392,-123.6308,PRJNA365705,SAMN06266336,0.1 m
SRR5207249,SRR5207249rbin,30,SRA,Public Data,United States,North America,Grassland,80417498,39.7392,-123.6308,PRJNA365706,SAMN06266482,0.2 m
SRR5207253,SRR5207253rbin,16,SRA,Public Data,United States,North America,Grassland,78881758,39.7392,-123.6308,PRJNA365709,SAMN06264633,0.2 m
SRR5207254,SRR5207254,0,SRA,Public Data,Canada,North America,Artificial Surfaces,29838852,45.54,-73.72,PRJNA365887,SAMN06266492,Not applicable
SRR5207302,SRR5207302rbin,17,SRA,Public Data,United States,North America,Grassland,76474714,39.7392,-123.6308,PRJNA365711,SAMN06266483,0.1 m
SRR5207341,SRR5207341rbin,1,SRA,Public Data,Canada,North America,Artificial Surfaces,28768698,45.54,-73.72,PRJNA365888,SAMN06266425,Not applicable
SRR5207342,SRR5207342rbin,3,SRA,Public Data,Canada,North America,Agricultural Land,78638550,45.54,-73.72,PRJNA365889,SAMN06266329,Not applicable
SRR5207343,SRR5207343,0,SRA,Public Data,Canada,North America,Artificial Surfaces,31760910,45.54,-73.72,PRJNA367030,SAMN06267591,Not applicable
SRR5207344,SRR5207344rbin,2,SRA,Public Data,Canada,North America,Agricultural Land,81101264,45.54,-73.72,PRJNA365890,SAMN06266462,Not applicable
SRR5207563,SRR5207563,0,SRA,Public Data,Canada,North America,Artificial Surfaces,27931172,45.54,-73.72,PRJNA367038,SAMN06267599,Not applicable
SRR5207564,SRR5207564,0,SRA,Public Data,Canada,North America,Artificial Surfaces,27883484,45.54,-73.72,PRJNA367036,SAMN06267597,Not applicable
SRR5207565,SRR5207565,0,SRA,Public Data,Canada,North America,Artificial Surfaces,29424634,45.54,-73.72,PRJNA367031,SAMN06267592,Not applicable
SRR5207567,SRR5207567,0,SRA,Public Data,Canada,North America,Artificial Surfaces,25398472,45.54,-73.72,PRJNA367039,SAMN06267600,Not applicable
SRR5207568,SRR5207568,0,SRA,Public Data,Canada,North America,Artificial Surfaces,22545054,45.54,-73.72,PRJNA367037,SAMN06267598,Not applicable
SRR5207570,SRR5207570rbin,1,SRA,Public Data,Canada,North America,Artificial Surfaces,24345144,45.54,-73.72,PRJNA367035,SAMN06267596,Not applicable
SRR5207571,SRR5207571,0,SRA,Public Data,Canada,North America,Artificial Surfaces,22302610,45.54,-73.72,PRJNA367032,SAMN06267593,Not applicable
SRR5207573,SRR5207573,0,SRA,Public Data,Canada,North America,Artificial Surfaces,28413746,45.54,-73.72,PRJNA367040,SAMN06267601,Not applicable
SRR5207580,SRR5207580,0,SRA,Public Data,Canada,North America,Artificial Surfaces,21852258,45.54,-73.72,PRJNA367041,SAMN06267602,Not applicable
SRR5207629,SRR5207629rbin,1,SRA,Public Data,Canada,North America,Agricultural Land,58000562,45.54,-73.72,PRJNA367042,SAMN06267603,Not applicable
SRR5208282,SRR5208282rbin,25,SRA,Public Data,Canada,North America,Wetland,137549858,51.62,-128.09,PRJNA365560,SAMN06264539,Not applicable
SRR5208337,SRR5208337rbin,24,SRA,Public Data,Canada,North America,Wetland,109598592,51.62,-128.09,PRJNA365562,SAMN06266323,Not applicable
SRR5209019,SRR5209019rbin,4,SRA,Public Data,Canada,North America,Agricultural Land,59908710,42.98,-81.24,PRJNA327808,SAMN05357642,Not applicable
SRR5209020,SRR5209020rbin,4,SRA,Public Data,Canada,North America,Agricultural Land,69626590,42.98,-81.24,PRJNA327808,SAMN05357641,Not applicable
SRR5209021,SRR5209021rbin,4,SRA,Public Data,Canada,North America,Agricultural Land,66576348,42.98,-81.24,PRJNA327808,SAMN05357640,Not applicable
SRR5209022,SRR5209022rbin,5,SRA,Public Data,Canada,North America,Agricultural Land,68701774,42.98,-81.24,PRJNA327808,SAMN05357639,Not applicable
SRR5209023,SRR5209023rbin,6,SRA,Public Data,Canada,North America,Agricultural Land,70593746,42.98,-81.24,PRJNA327808,SAMN05357638,Not applicable
SRR5209025,SRR5209025rbin,2,SRA,Public Data,Canada,North America,Agricultural Land,72820584,42.98,-81.24,PRJNA327808,SAMN05357636,Not applicable
SRR5209026,SRR5209026rbin,6,SRA,Public Data,Canada,North America,Agricultural Land,70118538,42.98,-81.24,PRJNA327808,SAMN05357635,Not applicable
SRR5209027,SRR5209027rbin,2,SRA,Public Data,Canada,North America,Agricultural Land,76479258,42.98,-81.24,PRJNA327808,SAMN05357634,Not applicable
SRR5209028,SRR5209028rbin,67,SRA,Public Data,Canada,North America,Agricultural Land,80057394,42.98,-81.24,PRJNA327808,SAMN05357633,Not applicable
SRR5209029,SRR5209029rbin,49,SRA,Public Data,Canada,North America,Agricultural Land,79561346,42.98,-81.24,PRJNA327808,SAMN05357632,Not applicable
SRR5209942,SRR5209942rbin,36,SRA,Public Data,United States,North America,Wetland,56332134,37.4968,-122.1333,PRJNA365333,SAMN06264492,Not applicable
SRR5209943,SRR5209943rbin,41,SRA,Public Data,United States,North America,Wetland,54306490,37.4969,-122.1331,PRJNA365331,SAMN06265041,Not applicable
SRR5209944,SRR5209944rbin,35,SRA,Public Data,United States,North America,Wetland,54335802,37.4969,-122.1331,PRJNA365332,SAMN06266236,Not applicable
SRR5209945,SRR5209945rbin,20,SRA,Public Data,United States,North America,Wetland,43782698,37.4961,-122.1331,PRJNA365339,SAMN06266229,Not applicable
SRR5209946,SRR5209946rbin,39,SRA,Public Data,United States,North America,Wetland,49521662,37.4968,-122.1333,PRJNA365334,SAMN06264691,Not applicable
SRR5210208,SRR5210208rbin,41,SRA,Public Data,United States,North America,Wetland,49955630,37.4965,-122.133,PRJNA365340,SAMN06266230,Not applicable
SRR5210210,SRR5210210rbin,31,SRA,Public Data,United States,North America,Wetland,50705210,37.4958,-122.1331,PRJNA365342,SAMN06266272,Not applicable
SRR5210212,SRR5210212rbin,10,SRA,Public Data,United States,North America,Wetland,42801032,37.496,-122.1329,PRJNA365354,SAMN06265055,Not applicable
SRR5210213,SRR5210213rbin,26,SRA,Public Data,United States,North America,Wetland,40661284,37.4958,-122.1331,PRJNA365343,SAMN06264490,Not applicable
SRR5210214,SRR5210214rbin,13,SRA,Public Data,United States,North America,Wetland,50200606,37.4962,-122.1329,PRJNA365351,SAMN06265038,Not applicable
SRR5210316,SRR5210316rbin,14,SRA,Public Data,"USA:South San Francisco, USA",North America,Wetland,41582916,37.4965,-122.1329,PRJNA365355,SAMN06266277,Not applicable
SRR5210466,SRR5210466rbin,10,SRA,Public Data,United States,North America,Wetland,53707576,37.4971,-122.129,PRJNA365361,SAMN06266280,Not applicable
SRR5210469,SRR5210469rbin,9,SRA,Public Data,United States,North America,Wetland,48355468,37.4972,-122.1293,PRJNA365362,SAMN06264687,Not applicable
SRR5210470,SRR5210470rbin,35,SRA,Public Data,United States,North America,Wetland,50072420,37.4965,-122.1329,PRJNA365356,SAMN06266278,Not applicable
SRR5213075,SRR5213075rbin,1,SRA,Public Data,United States,North America,Grassland,68145120,39.7181,-123.6527,PRJNA367560,SAMN06267083,Not applicable
SRR5213076,SRR5213076rbin,5,SRA,Public Data,United States,North America,Grassland,70177128,39.7181,-123.6527,PRJNA367559,SAMN06267082,Not applicable
SRR5213078,SRR5213078rbin,11,SRA,Public Data,United States,North America,Grassland,100492198,39.7181,-123.6527,PRJNA367556,SAMN06267079,Not applicable
SRR5213079,SRR5213079rbin,4,SRA,Public Data,United States,North America,Grassland,68972586,39.7181,-123.6527,PRJNA367558,SAMN06267081,Not applicable
SRR5213080,SRR5213080rbin,9,SRA,Public Data,United States,North America,Grassland,90675274,39.7181,-123.6527,PRJNA367557,SAMN06267080,Not applicable
SRR5213082,SRR5213082rbin,5,SRA,Public Data,United States,North America,Grassland,64415036,39.7181,-123.6527,PRJNA367561,SAMN06267084,Not applicable
SRR5213083,SRR5213083rbin,5,SRA,Public Data,United States,North America,Grassland,65957712,39.7181,-123.6527,PRJNA367563,SAMN06267086,Not applicable
SRR5213592,SRR5213592rbin,8,SRA,Public Data,United States,North America,Grassland,90293114,39.7181,-123.6527,PRJNA367571,SAMN06267094,Not applicable
SRR5213593,SRR5213593rbin,8,SRA,Public Data,United States,North America,Grassland,81079650,39.7181,-123.6527,PRJNA367564,SAMN06267087,Not applicable
SRR5213594,SRR5213594rbin,11,SRA,Public Data,United States,North America,Grassland,68531848,39.7181,-123.6527,PRJNA367578,SAMN06267101,Not applicable
SRR5213595,SRR5213595rbin,3,SRA,Public Data,United States,North America,Grassland,69087574,39.7181,-123.6527,PRJNA367575,SAMN06267098,Not applicable
SRR5213596,SRR5213596rbin,7,SRA,Public Data,United States,North America,Grassland,67962402,39.7181,-123.6527,PRJNA367577,SAMN06267100,Not applicable
SRR5213597,SRR5213597rbin,6,SRA,Public Data,United States,North America,Grassland,58398610,39.7181,-123.6527,PRJNA367573,SAMN06267096,Not applicable
SRR5214707,SRR5214707rbin,21,SRA,Public Data,Germany,Europe,Artificial Surfaces,93262998,50.131881,11.881046,PRJNA421255,SAMN05384376,0.1-0.2 m
SRR5214708,SRR5214708rbin,27,SRA,Public Data,Germany,Europe,Artificial Surfaces,89221158,50.131881,11.881046,PRJNA421255,SAMN05384411,0.1-0.2 m
SRR5215203,SRR5215203rbin,19,SRA,Public Data,United States,North America,Grassland,124250710,38.8693,-122.4283,PRJNA364854,SAMN06265139,Not applicable
SRR5215204,SRR5215204rbin,18,SRA,Public Data,United States,North America,Grassland,127951728,38.8693,-122.4282,PRJNA364853,SAMN06265914,Not applicable
SRR5215207,SRR5215207rbin,24,SRA,Public Data,United States,North America,Grassland,180904370,38.8692,-122.4282,PRJNA364855,SAMN06265006,Not applicable
SRR5215208,SRR5215208rbin,11,SRA,Public Data,"USA:UC McLaughlin Reserve (Lake County, CA)",North America,Grassland,136727012,38.8708,-122.4274,PRJNA364857,SAMN06266023,Not applicable
SRR5215210,SRR5215210rbin,12,SRA,Public Data,"USA:UC McLaughlin Reserve (Lake County, CA)",North America,Grassland,157381630,38.8707,-122.4274,PRJNA364858,SAMN06266024,Not applicable
SRR5215213,SRR5215213rbin,14,SRA,Public Data,United States,North America,Grassland,191819390,38.8712,-122.4276,PRJNA364860,SAMN06264646,Not applicable
SRR5215216,SRR5215216rbin,8,SRA,Public Data,United States,North America,Grassland,136024364,38.8724,-122.4268,PRJNA364864,SAMN06266025,Not applicable
SRR5215217,SRR5215217rbin,18,SRA,Public Data,United States,North America,Grassland,166114354,38.8723,-122.4268,PRJNA364863,SAMN06265005,Not applicable
SRR5215218,SRR5215218rbin,18,SRA,Public Data,United States,North America,Grassland,191867606,38.8722,-122.4269,PRJNA364862,SAMN06265917,Not applicable
SRR5215467,SRR5215467rbin,5,SRA,Public Data,Panama,North America,Forest,260364196,9.1086,-79.8436,PRJNA364906,SAMN06266035,Not applicable
SRR5215468,SRR5215468rbin,4,SRA,Public Data,Panama,North America,Forest,202765732,9.1086,-79.8436,PRJNA364910,SAMN06265035,Not applicable
SRR5215469,SRR5215469rbin,15,SRA,Public Data,Panama,North America,Forest,305222020,9.1086,-79.8436,PRJNA364909,SAMN06265931,Not applicable
SRR5215470,SRR5215470rbin,9,SRA,Public Data,Panama,North America,Forest,340343566,9.1086,-79.8436,PRJNA364908,SAMN06266036,Not applicable
SRR5215471,SRR5215471rbin,10,SRA,Public Data,Panama,North America,Forest,346882700,9.1086,-79.8436,PRJNA364914,SAMN06265935,Not applicable
SRR5215472,SRR5215472rbin,18,SRA,Public Data,Panama,North America,Forest,312255808,9.1086,-79.8436,PRJNA364913,SAMN06264822,Not applicable
SRR5215473,SRR5215473rbin,23,SRA,Public Data,Panama,North America,Forest,360806580,9.1086,-79.8436,PRJNA364912,SAMN06265934,Not applicable
SRR5215474,SRR5215474rbin,10,SRA,Public Data,Panama,North America,Forest,360932874,9.1086,-79.8436,PRJNA364911,SAMN06266042,Not applicable
SRR5215475,SRR5215475rbin,4,SRA,Public Data,Panama,North America,Forest,273172582,9.1086,-79.8436,PRJNA364915,SAMN06265936,Not applicable
SRR5215510,SRR5215510rbin,5,SRA,Public Data,Panama,North America,Forest,283238218,9.1086,-79.8436,PRJNA364917,SAMN06266037,Not applicable
SRR5215545,SRR5215545rbin,34,SRA,Public Data,Panama,North America,Forest,452403880,9.1086,-79.8436,PRJNA364916,SAMN06264378,Not applicable
SRR5215813,SRR5215813rbin,9,SRA,Public Data,Panama,North America,Forest,259062028,9.1086,-79.8436,PRJNA365070,SAMN06266038,Not applicable
SRR5215831,SRR5215831rbin,22,SRA,Public Data,Panama,North America,Forest,344078342,9.1086,-79.8436,PRJNA364918,SAMN06264377,Not applicable
SRR5216110,SRR5216110rbin,4,SRA,Public Data,United States,North America,Grassland,62984996,39.7181,-123.6527,PRJNA367580,SAMN06267103,Not applicable
SRR5216117,SRR5216117rbin,10,SRA,Public Data,United States,North America,Grassland,64868250,39.7181,-123.6527,PRJNA367581,SAMN06267104,Not applicable
SRR5216683,SRR5216683rbin,21,SRA,Public Data,USA: California,North America,Forest,164107880,39.7291,-123.6419,PRJNA364547,SAMN06265748,Not applicable
SRR5216684,SRR5216684rbin,16,SRA,Public Data,USA: California,North America,Forest,165723664,39.7291,-123.6419,PRJNA364549,SAMN06265747,Not applicable
SRR5229473,SRR5229473rbin,19,SRA,Public Data,USA: California,North America,Forest,161285464,39.7291,-123.6419,PRJNA364548,SAMN06265762,Not applicable
SRR5234505,SRR5234505,0,SRA,Public Data,South Africa,Africa,Forest,34531234,-25.56,29.56,PRJNA371523,SAMN06309433,20-30 cm
SRR5234506,SRR5234506rbin,3,SRA,Public Data,South Africa,Africa,Forest,22566060,-26.8,29.46,PRJNA371523,SAMN06309432,20-30 cm
SRR5234507,SRR5234507rbin,1,SRA,Public Data,South Africa,Africa,Forest,23482026,-25.54,28.3,PRJNA371523,SAMN06309431,20-30 cm
SRR5234508,SRR5234508rbin,2,SRA,Public Data,South Africa,Africa,Forest,26266460,-25.56,29.56,PRJNA371523,SAMN06309430,20-30 cm
SRR5234509,SRR5234509,0,SRA,Public Data,South Africa,Africa,Forest,35906150,-29.22,30.1,PRJNA371523,SAMN06309429,20-30 cm
SRR5234511,SRR5234511rbin,1,SRA,Public Data,South Africa,Africa,Forest,29910440,-25.56,29.56,PRJNA371523,SAMN06309427,20-30 cm
SRR5234512,SRR5234512,0,SRA,Public Data,South Africa,Africa,Forest,37380724,-25.55,28.29,PRJNA371523,SAMN06309426,20-30 cm
SRR5246127,SRR5246127rbin,1,SRA,Public Data,United States,North America,Forest,100387042,31.11,-95.15,PRJNA366302,SAMN06268690,Not applicable
SRR5246500,SRR5246500rbin,1,SRA,Public Data,United States,North America,Forest,100387042,31.11,-95.15,PRJNA366302,SAMN06268690,Not applicable
SRR5256712,SRR5256712rbin,16,SRA,Public Data,United States,North America,Grassland,66367954,39.73825,-123.6301,PRJNA365977,SAMN06268166,Not applicable
SRR5256714,SRR5256714rbin,7,SRA,Public Data,United States,North America,Grassland,80675156,39.73825,-123.6301,PRJNA365978,SAMN06268167,Not applicable
SRR5256884,SRR5256884rbin,5,SRA,Public Data,United States,North America,Grassland,49131350,39.73825,-123.6301,PRJNA365979,SAMN06268168,Not applicable
