Supplementary Data 1. Detailed information about the soil metagenomes used to reconstruct metagenome-assembled genomes(MAGs).  ,,,,,,,,,,,,,
Sample,user_genome,mag_num,Project,Source,Nation,Continent,Ecosystem,Paired_seqs,Lat,Lon,Bioproject,Biosample,Depth
China_S408,S408bin,12,China2018,In-house Data,China,Asia,Grassland,139033288,37.757745,115.669078,PRJNA983538,SAMN35729737,0-20 cm
China_S412,S412bin,11,China2018,In-house Data,China,Asia,Grassland,163605714,36.257226,100.485006,PRJNA983538,SAMN35729738,0-20 cm
China_S42,S42rbin,12,China2018,In-house Data,China,Asia,Agricultural Land,145963158,27.14611111,110.0333333,PRJNA983538,SAMN35729739,0-20 cm
China_S46,S46rbin,26,China2018,In-house Data,China,Asia,Agricultural Land,144439620,36.39888889,118.0186111,PRJNA983538,SAMN35729740,0-20 cm
China_S47,S47rbin,18,China2018,In-house Data,China,Asia,Agricultural Land,140928326,36.44611111,117.9688889,PRJNA983538,SAMN35729741,0-20 cm
China_S48,S48rbin,8,China2018,In-house Data,China,Asia,Forest,146078204,36.40777778,118.0188889,PRJNA983538,SAMN35729742,0-20 cm
China_S49,S49rbin,5,China2018,In-house Data,China,Asia,Agricultural Land,139231326,36.51472222,117.8552778,PRJNA983538,SAMN35729743,0-20 cm
China_S5,S5rebin,42,China2018,In-house Data,China,Asia,Agricultural Land,131634992,32.9625,113.77,PRJNA983538,SAMN35729744,0-20 cm
China_S50,S50rbin,11,China2018,In-house Data,China,Asia,Agricultural Land,125393980,37.58166667,118.0441667,PRJNA983538,SAMN35729745,0-20 cm
China_S51,S51rbin,3,China2018,In-house Data,China,Asia,Wetland,128100070,37.3825,117.9502778,PRJNA983538,SAMN35729746,0-20 cm
China_S52,S52rbin,3,China2018,In-house Data,China,Asia,Agricultural Land,148347166,37.40222222,117.9291667,PRJNA983538,SAMN35729747,0-20 cm
China_S56,S56rbin,17,China2018,In-house Data,China,Asia,Agricultural Land,144366270,30.65416667,117.4133333,PRJNA983538,SAMN35729748,0-20 cm
China_S57,S57rbin,7,China2018,In-house Data,China,Asia,Agricultural Land,159231998,30.65416667,117.4161111,PRJNA983538,SAMN35729749,0-20 cm
China_S58,S58rbin,6,China2018,In-house Data,China,Asia,Agricultural Land,128384538,30.64388889,117.4930556,PRJNA983538,SAMN35729750,0-20 cm
China_S59,S59rbin,9,China2018,In-house Data,China,Asia,Wetland,132478246,30.64388889,117.4927778,PRJNA983538,SAMN35729751,0-20 cm
China_S6,S6rebin,9,China2018,In-house Data,China,Asia,Wetland,133443928,33.00277778,112.5905556,PRJNA983538,SAMN35729752,0-20 cm
China_S60,S60rbin,8,China2018,In-house Data,China,Asia,Forest,140530314,30.64111111,117.5011111,PRJNA983538,SAMN35729753,0-20 cm
China_S61,S61rbin,8,China2018,In-house Data,China,Asia,Grassland,164914388,30.63333333,117.4869444,PRJNA983538,SAMN35729754,0-20 cm
China_S62,S62rbin,30,China2018,In-house Data,China,Asia,Agricultural Land,144236268,30.64527778,117.4222222,PRJNA983538,SAMN35729755,0-20 cm
China_S63,S63rbin,12,China2018,In-house Data,China,Asia,Wetland,155215686,31.90083333,117.2427778,PRJNA983538,SAMN35729756,0-20 cm
China_S66,S66rbin,4,China2018,In-house Data,China,Asia,Agricultural Land,165981104,31.67638889,117.2208333,PRJNA983538,SAMN35729757,0-20 cm
China_S69,S69rbin,12,China2018,In-house Data,China,Asia,Forest,152929062,30.83416667,117.1713889,PRJNA983538,SAMN35729758,0-20 cm
China_S7,S7rebin,4,China2018,In-house Data,China,Asia,Grassland,135144246,33.00277778,112.5908333,PRJNA983538,SAMN35729759,0-20 cm
China_S70,S70rbin,17,China2018,In-house Data,China,Asia,Agricultural Land,132844822,31.25,118.32,PRJNA983538,SAMN35729760,0-20 cm
China_S72,S72rbin,14,China2018,In-house Data,China,Asia,Agricultural Land,137180874,31.23694444,118.22,PRJNA983538,SAMN35729761,0-20 cm
China_S75,S75rbin,56,China2018,In-house Data,China,Asia,Agricultural Land,128272004,31.23694444,118.31,PRJNA983538,SAMN35729762,0-20 cm
China_S76,S76rbin,5,China2018,In-house Data,China,Asia,Forest,149562012,31.27694444,118.2980556,PRJNA983538,SAMN35729763,0-20 cm
China_S77,S77rbin,6,China2018,In-house Data,China,Asia,Agricultural Land,134496320,39.63138889,116.585,PRJNA983538,SAMN35729764,0-20 cm
China_S8,S8rebin,12,China2018,In-house Data,China,Asia,Forest,150110782,34.4125,113.57,PRJNA983538,SAMN35729765,0-20 cm
China_S9,S9rebin,7,China2018,In-house Data,China,Asia,Agricultural Land,154207642,34.68861111,113.5530556,PRJNA983538,SAMN35729766,0-20 cm
China_S91,S91rbin,21,China2018,In-house Data,China,Asia,Agricultural Land,174254678,27.73972222,118.0672222,PRJNA983538,SAMN35729767,0-20 cm
China_S92,S92rbin,2,China2018,In-house Data,China,Asia,Agricultural Land,171751370,27.76083333,118.0305556,PRJNA983538,SAMN35729768,0-20 cm
chrono_s1,zpcx_1rbin,16,zpcx,In-house Data,China,Asia,Agricultural Land,152767652,30.18,121.35,PRJNA983538,SAMN35729409,0-20 cm
chrono_s11,zpcx_11bin,14,zpcx,In-house Data,China,Asia,Agricultural Land,156701678,30.18,121.35,PRJNA983538,SAMN35729410,0-20 cm
chrono_s12,zpcx_12bin,12,zpcx,In-house Data,China,Asia,Agricultural Land,151411122,30.18,121.35,PRJNA983538,SAMN35729411,0-20 cm
chrono_s13,zpcx_13bin,22,zpcx,In-house Data,China,Asia,Agricultural Land,188802486,30.18,121.35,PRJNA983538,SAMN35729412,0-20 cm
chrono_s16,zpcx_16bin,18,zpcx,In-house Data,China,Asia,Agricultural Land,162807204,30.18,121.35,PRJNA983538,SAMN35729413,0-20 cm
chrono_s17,zpcx_17bin,26,zpcx,In-house Data,China,Asia,Agricultural Land,198898964,30.18,121.35,PRJNA983538,SAMN35729414,0-20 cm
chrono_s18,zpcx_18bin,22,zpcx,In-house Data,China,Asia,Agricultural Land,171800480,30.18,121.35,PRJNA983538,SAMN35729415,0-20 cm
chrono_s2,zpcx_21bin,16,zpcx,In-house Data,China,Asia,Agricultural Land,144918316,30.18,121.35,PRJNA983538,SAMN35729416,0-20 cm
chrono_s21,zpcx_22bin,16,zpcx,In-house Data,China,Asia,Agricultural Land,203175382,30.18,121.35,PRJNA983538,SAMN35729417,0-20 cm
chrono_s22,zpcx_23bin,5,zpcx,In-house Data,China,Asia,Agricultural Land,154748668,30.18,121.35,PRJNA983538,SAMN35729418,0-20 cm
chrono_s23,zpcx_26bin,26,zpcx,In-house Data,China,Asia,Agricultural Land,231710398,30.18,121.35,PRJNA983538,SAMN35729419,0-20 cm
chrono_s26,zpcx_27bin,20,zpcx,In-house Data,China,Asia,Agricultural Land,166751896,30.18,121.35,PRJNA983538,SAMN35729420,0-20 cm
chrono_s27,zpcx_28bin,16,zpcx,In-house Data,China,Asia,Agricultural Land,170444916,30.18,121.35,PRJNA983538,SAMN35729421,0-20 cm
chrono_s28,zpcx_2rbin,15,zpcx,In-house Data,China,Asia,Agricultural Land,167628880,30.18,121.35,PRJNA983538,SAMN35729422,0-20 cm
chrono_s3,zpcx_31bin,18,zpcx,In-house Data,China,Asia,Agricultural Land,169512406,30.18,121.35,PRJNA983538,SAMN35729423,0-20 cm
chrono_s31,zpcx_32bin,7,zpcx,In-house Data,China,Asia,Agricultural Land,159617250,30.18,121.35,PRJNA983538,SAMN35729424,0-20 cm
chrono_s32,zpcx_33bin,12,zpcx,In-house Data,China,Asia,Agricultural Land,200503744,30.18,121.35,PRJNA983538,SAMN35729425,0-20 cm
chrono_s33,zpcx_3rbin,26,zpcx,In-house Data,China,Asia,Agricultural Land,246759678,30.18,121.35,PRJNA983538,SAMN35729426,0-20 cm
chrono_s6,zpcx_6rbin,13,zpcx,In-house Data,China,Asia,Agricultural Land,167256724,30.18,121.35,PRJNA983538,SAMN35729427,0-20 cm
chrono_s7,zpcx_7rbin,24,zpcx,In-house Data,China,Asia,Agricultural Land,180674514,30.18,121.35,PRJNA983538,SAMN35729428,0-20 cm
chrono_s8,zpcx_8rbin,38,zpcx,In-house Data,China,Asia,Agricultural Land,153462578,30.18,121.35,PRJNA983538,SAMN35729429,0-20 cm
Cjian1_BDME190026006,Cjian1_bin,14,hzbay,In-house Data,China,Asia,Wetland,72937558,30.39,121.27,PRJNA983538,SAMN35729464,0-20 cm
Cjian2_BDME190025878,Cjian2_bin,5,hzbay,In-house Data,China,Asia,Wetland,63854468,30.39,121.27,PRJNA983538,SAMN35729465,0-20 cm
Cjian3_BDME190025999,Cjian3_BDME190025999,0,hzbay,In-house Data,China,Asia,Wetland,83984450,30.39,121.27,PRJNA983538,SAMN35729466,0-20 cm
Cjian4_BDME190026011,Cjian4_bin,7,hzbay,In-house Data,China,Asia,Wetland,79057008,30.39,121.27,PRJNA983538,SAMN35729467,0-20 cm
Cjian5_BDME190026015,Cjian5_bin,11,hzbay,In-house Data,China,Asia,Wetland,65170846,30.39,121.27,PRJNA983538,SAMN35729468,0-20 cm
Cshang1_BDME190026004,Cshang1bin,23,hzbay,In-house Data,China,Asia,Bare Land,138110320,30.39,121.27,PRJNA983538,SAMN35729469,0-20 cm
Cshang2_BDME190026008,Cshang2bin,25,hzbay,In-house Data,China,Asia,Bare Land,165955920,30.39,121.27,PRJNA983538,SAMN35729470,0-20 cm
Cshang3_BDME190025998,Cshang3_BDME190025998,0,hzbay,In-house Data,China,Asia,Bare Land,79134092,30.39,121.27,PRJNA983538,SAMN35729471,0-20 cm
Cshang4_BDME190026010,Cshang4bin,11,hzbay,In-house Data,China,Asia,Bare Land,71293088,30.39,121.27,PRJNA983538,SAMN35729472,0-20 cm
Cshang5_BDME190601163,Cshang5bin,15,hzbay,In-house Data,China,Asia,Bare Land,100319366,30.39,121.27,PRJNA983538,SAMN35729473,0-20 cm
Ctu1_BDME190026003,Ctu1_BDbin,15,hzbay,In-house Data,China,Asia,Bare Land,83342600,30.39,121.27,PRJNA983538,SAMN35729474,0-20 cm
Ctu3_BDME190025997,Ctu3_BDME190025997,0,hzbay,In-house Data,China,Asia,Bare Land,59555324,30.39,121.27,PRJNA983538,SAMN35729475,0-20 cm
Ctu4_BDME190026009,Ctu4_BDbin,9,hzbay,In-house Data,China,Asia,Bare Land,63984246,30.39,121.27,PRJNA983538,SAMN35729476,0-20 cm
Ctu5_BDME190026013,Ctu5_BDbin,14,hzbay,In-house Data,China,Asia,Bare Land,93565280,30.39,121.27,PRJNA983538,SAMN35729477,0-20 cm
Cxia1_BDME190026007,Cxia1_Bbin,4,hzbay,In-house Data,China,Asia,Wetland,81082964,30.39,121.27,PRJNA983538,SAMN35729478,0-20 cm
Cxia2_BDME190025877,Cxia2_BDME190025877,0,hzbay,In-house Data,China,Asia,Wetland,75973584,30.39,121.27,PRJNA983538,SAMN35729479,0-20 cm
Cxia3_BDME190026000,Cxia3_Bbin,12,hzbay,In-house Data,China,Asia,Wetland,66010020,30.39,121.27,PRJNA983538,SAMN35729480,0-20 cm
Cxia4_BDME190026012,Cxia4_Bbin,12,hzbay,In-house Data,China,Asia,Wetland,80873888,30.39,121.27,PRJNA983538,SAMN35729481,0-20 cm
Cxia5_BDME190026016,Cxia5_Bbin,12,hzbay,In-house Data,China,Asia,Wetland,83325402,30.39,121.27,PRJNA983538,SAMN35729482,0-20 cm
D1_EDME210000097,D1rbin,13,Europe,In-house Data,United Kingdom,Europe,Agricultural Land,96348974,53.47,-2.23,PRJNA983538,SAMN35729430,0-20 cm
D2_EDME210000098,D2rbin,14,Europe,In-house Data,United Kingdom,Europe,Agricultural Land,98650012,53.47,-2.24,PRJNA983538,SAMN35729431,0-20 cm
D3_EDME210000099,D3rbin,20,Europe,In-house Data,United Kingdom,Europe,Agricultural Land,104881367,53.47,-2.23,PRJNA983538,SAMN35729432,0-20 cm
D4_EDME210000100,D4rbin,15,Europe,In-house Data,United Kingdom,Europe,Agricultural Land,99458203,53.47,-2.23,PRJNA983538,SAMN35729433,0-20 cm
D5_EDME210000101,D5rbin,9,Europe,In-house Data,United Kingdom,Europe,Agricultural Land,96575553,53.47,-2.23,PRJNA983538,SAMN35729434,0-20 cm
D6_EDME210000102,D6rbin,22,Europe,In-house Data,United Kingdom,Europe,Agricultural Land,108839084,53.47,-2.24,PRJNA983538,SAMN35729435,0-20 cm
DRR101455,DRR101455rebin,10,SRA,Public Data,China,Asia,Agricultural Land,95418114,32.479787,119.136439,PRJDB6359,SAMD00093652,20 cm
DRR101456,DRR101456rebin,12,SRA,Public Data,China,Asia,Agricultural Land,85941850,32.479787,119.136439,PRJDB6359,SAMD00093653,20 cm
DRR101457,DRR101457rebin,10,SRA,Public Data,China,Asia,Agricultural Land,68724444,32.479787,119.136439,PRJDB6359,SAMD00093654,20 cm
DRR101458,DRR101458rebin,10,SRA,Public Data,China,Asia,Agricultural Land,65085810,32.479787,119.136439,PRJDB6359,SAMD00093655,20 cm
DRR101459,DRR101459rebin,10,SRA,Public Data,China,Asia,Agricultural Land,78295772,32.479787,119.136439,PRJDB6359,SAMD00093656,20 cm
DRR101460,DRR101460rebin,10,SRA,Public Data,China,Asia,Agricultural Land,80231040,32.479787,119.136439,PRJDB6359,SAMD00093657,20 cm
DRR101462,DRR101462rebin,10,SRA,Public Data,China,Asia,Agricultural Land,82830694,32.479787,119.136439,PRJDB6359,SAMD00093659,20 cm
DRR101463,DRR101463rebin,15,SRA,Public Data,China,Asia,Agricultural Land,70496050,32.479787,119.136439,PRJDB6359,SAMD00093660,20 cm
DRR101464,DRR101464rebin,10,SRA,Public Data,China,Asia,Agricultural Land,88452292,32.479787,119.136439,PRJDB6359,SAMD00093661,20 cm
DRR101465,DRR101465rebin,10,SRA,Public Data,China,Asia,Agricultural Land,82264390,32.479787,119.136439,PRJDB6359,SAMD00093662,20 cm
DRR160703,DRR160703rebin,9,SRA,Public Data,Japan,Asia,Agricultural Land,18200596,32.889,130.766,PRJDB7705,SAMD00152194,5-10 cm
DRR160704,DRR160704rebin,9,SRA,Public Data,Japan,Asia,Agricultural Land,18862080,32.889,130.766,PRJDB7705,SAMD00152195,5-10 cm
DRR160705,DRR160705rebin,10,SRA,Public Data,Japan,Asia,Agricultural Land,20436774,32.889,130.766,PRJDB7705,SAMD00152196,5-10 cm
DRR160706,DRR160706rebin,10,SRA,Public Data,Japan,Asia,Agricultural Land,14336930,32.889,130.766,PRJDB7705,SAMD00152197,5-10 cm
DRR160707,DRR160707rebin,10,SRA,Public Data,Japan,Asia,Agricultural Land,17444032,32.889,130.766,PRJDB7705,SAMD00152198,5-10 cm
DRR160708,DRR160708rebin,10,SRA,Public Data,Japan,Asia,Agricultural Land,17588572,32.889,130.766,PRJDB7705,SAMD00152199,5-10 cm
DRR160709,DRR160709rebin,10,SRA,Public Data,Japan,Asia,Agricultural Land,18882910,35.735,139.539,PRJDB7705,SAMD00152200,5-10 cm
DRR160710,DRR160710rebin,10,SRA,Public Data,Japan,Asia,Agricultural Land,29306760,35.735,139.539,PRJDB7705,SAMD00152201,5-10 cm
DRR160711,DRR160711rebin,10,SRA,Public Data,Japan,Asia,Agricultural Land,22844418,35.735,139.539,PRJDB7705,SAMD00152202,5-10 cm
DRR160712,DRR160712rebin,10,SRA,Public Data,Japan,Asia,Agricultural Land,17366436,35.735,139.539,PRJDB7705,SAMD00152203,5-10 cm
DRR160713,DRR160713rebin,10,SRA,Public Data,Japan,Asia,Agricultural Land,18527476,35.735,139.539,PRJDB7705,SAMD00152204,5-10 cm
DRR160714,DRR160714rebin,8,SRA,Public Data,Japan,Asia,Agricultural Land,21003722,35.735,139.539,PRJDB7705,SAMD00152205,5-10 cm
DRR160715,DRR160715rebin,2,SRA,Public Data,Japan,Asia,Agricultural Land,19641540,38.249,140.244,PRJDB7705,SAMD00152206,5-10 cm
DRR160716,DRR160716rebin,1,SRA,Public Data,Japan,Asia,Agricultural Land,18325292,38.249,140.244,PRJDB7705,SAMD00152207,5-10 cm
DRR160717,DRR160717rebin,1,SRA,Public Data,Japan,Asia,Agricultural Land,17337496,38.249,140.244,PRJDB7705,SAMD00152208,5-10 cm
DRR160718,DRR160718,0,SRA,Public Data,Japan,Asia,Agricultural Land,23899384,38.249,140.244,PRJDB7705,SAMD00152209,5-10 cm
DRR160719,DRR160719,0,SRA,Public Data,Japan,Asia,Agricultural Land,23693192,38.249,140.244,PRJDB7705,SAMD00152210,5-10 cm
DRR160720,DRR160720,0,SRA,Public Data,Japan,Asia,Agricultural Land,22017114,38.249,140.244,PRJDB7705,SAMD00152211,5-10 cm
ED1_EDME210000088,ED1bin,1,Europe,In-house Data,United Kingdom,Europe,Agricultural Land,93916117,55.94,-3.22,PRJNA983538,SAMN35729436,0-20 cm
ED2_EDME210000089,ED2bin,12,Europe,In-house Data,United Kingdom,Europe,Agricultural Land,124226052,55.94,-3.22,PRJNA983538,SAMN35729437,0-20 cm
ED3_EDME210000090,ED3bin,4,Europe,In-house Data,United Kingdom,Europe,Agricultural Land,82889575,55.94,-3.22,PRJNA983538,SAMN35729438,0-20 cm
ERR1051325,ERR1051325rbin,31,SRA,Public Data,United States,North America,Grassland,226336276,34.98167,-97.52056,PRJEB10725,SAMEA3539316,10 cm
ERR4660996,ERR4660996bin,4,Africa,Public Data,Tanzania,Africa,Bare Land,48853774,-3.076,37.353,PRJEB37811,SAMEA7379553,15 cm
ERR4660997,ERR4660997rbin,2,Africa,Public Data,Tanzania,Africa,Bare Land,54866278,-3.076,37.353,PRJEB37811,SAMEA7379554,15 cm
ERR4660998,ERR4660998rbin,4,Africa,Public Data,Tanzania,Africa,Bare Land,43827732,-3.076,37.353,PRJEB37811,SAMEA7379555,15 cm
ERR4660999,ERR4660999rbin,1,Africa,Public Data,Tanzania,Africa,Bare Land,48252776,-3.076,37.353,PRJEB37811,SAMEA7379556,15 cm
ERR4661000,ERR4661000rbin,2,Africa,Public Data,Tanzania,Africa,Bare Land,52816048,-3.076,37.353,PRJEB37811,SAMEA7379557,15 cm
ERR4661001,ERR4661001rbin,2,Africa,Public Data,Tanzania,Africa,Bare Land,57638066,-3.076,37.353,PRJEB37811,SAMEA7379558,15 cm
ERR4661002,ERR4661002,0,Africa,Public Data,Tanzania,Africa,Bare Land,53546754,-3.076,37.353,PRJEB37811,SAMEA7379559,15 cm
ERR4661003,ERR4661003rbin,6,Africa,Public Data,Tanzania,Africa,Bare Land,66567480,-3.076,37.353,PRJEB37811,SAMEA7379560,15 cm
ERR4661004,ERR4661004rbin,7,Africa,Public Data,Tanzania,Africa,Bare Land,47731272,-3.076,37.353,PRJEB37811,SAMEA7379561,15 cm
ERR4661005,ERR4661005rbin,3,Africa,Public Data,Tanzania,Africa,Bare Land,59651162,-3.076,37.353,PRJEB37811,SAMEA7379562,15 cm
ERR4661006,ERR4661006rbin,6,Africa,Public Data,Tanzania,Africa,Bare Land,42551124,-3.076,37.353,PRJEB37811,SAMEA7379563,15 cm
ERR4661007,ERR4661007bin,6,Africa,Public Data,Tanzania,Africa,Bare Land,51095290,-3.076,37.353,PRJEB37811,SAMEA7379564,15 cm
ERR4661008,ERR4661008rbin,1,Africa,Public Data,Tanzania,Africa,Bare Land,61099088,-3.076,37.353,PRJEB37811,SAMEA7379565,15 cm
ERR4661009,ERR4661009,0,Africa,Public Data,Tanzania,Africa,Bare Land,57055668,-3.076,37.353,PRJEB37811,SAMEA7379566,15 cm
ERR4661010,ERR4661010rbin,4,Africa,Public Data,Tanzania,Africa,Bare Land,66745718,-3.076,37.353,PRJEB37811,SAMEA7379567,15 cm
ERR4661011,ERR4661011rbin,5,Africa,Public Data,Tanzania,Africa,Bare Land,47263512,-3.076,37.353,PRJEB37811,SAMEA7379568,15 cm
ERR4661012,ERR4661012rbin,4,Africa,Public Data,Tanzania,Africa,Bare Land,60244504,-3.076,37.353,PRJEB37811,SAMEA7379569,15 cm
ERR4661013,ERR4661013rbin,2,Africa,Public Data,Tanzania,Africa,Bare Land,58106474,-3.076,37.353,PRJEB37811,SAMEA7379570,15 cm
ERR4661014,ERR4661014rbin,3,Africa,Public Data,Tanzania,Africa,Bare Land,65307374,-3.076,37.353,PRJEB37811,SAMEA7379571,15 cm
ERR4661015,ERR4661015rbin,6,Africa,Public Data,Tanzania,Africa,Bare Land,65792698,-3.076,37.353,PRJEB37811,SAMEA7379572,15 cm
GM1_EDME210000094,GM1bin,31,Europe,In-house Data,Germany,Europe,Forest,98564255,52.46,13.27,PRJNA983538,SAMN35729439,0-20 cm
GM2_EDME210000095,GM2bin,15,Europe,In-house Data,Germany,Europe,Wetland,81880072,52.47,13.26,PRJNA983538,SAMN35729440,0-20 cm
GM3_EDME210000096,GM3bin,6,Europe,In-house Data,Germany,Europe,Forest,78429387,52.46,13.3,PRJNA983538,SAMN35729441,0-20 cm
innerS10,innerS10bin,9,neimenggu,In-house Data,China,Asia,Forest,89173494,51.73,122.02,PRJNA983538,SAMN35729442,0-20 cm
innerS11,innerS11bin,1,neimenggu,In-house Data,China,Asia,Forest,78333410,49.54,123.2,PRJNA983538,SAMN35729443,0-20 cm
innerS1r,innerS1rbin,6,neimenggu,In-house Data,China,Asia,Forest,95769718,49.54,123.2,PRJNA983538,SAMN35729444,0-20 cm
innerS2r,innerS2rbin,12,neimenggu,In-house Data,China,Asia,Forest,109014489,51.73,122.02,PRJNA983538,SAMN35729445,0-20 cm
innerS3r,innerS3rbin,7,neimenggu,In-house Data,China,Asia,Forest,111335481,51.73,122.02,PRJNA983538,SAMN35729446,0-20 cm
innerS4r,innerS4rbin,14,neimenggu,In-house Data,China,Asia,Forest,110743720,51.73,122.02,PRJNA983538,SAMN35729447,0-20 cm
innerS5r,innerS5rbin,12,neimenggu,In-house Data,China,Asia,Forest,87666796,51.73,122.02,PRJNA983538,SAMN35729448,0-20 cm
innerS6r,innerS6rbin,11,neimenggu,In-house Data,China,Asia,Forest,101333054,51.73,122.02,PRJNA983538,SAMN35729449,0-20 cm
innerS7r,innerS7rbin,11,neimenggu,In-house Data,China,Asia,Forest,89599115,49.54,123.2,PRJNA983538,SAMN35729450,0-20 cm
innerS8r,innerS8rbin,11,neimenggu,In-house Data,China,Asia,Forest,86844576,49.54,123.2,PRJNA983538,SAMN35729451,0-20 cm
innerS9r,innerS9rbin,12,neimenggu,In-house Data,China,Asia,Forest,82834529,49.54,123.2,PRJNA983538,SAMN35729452,0-20 cm
neis41re,neis41rebin,1,neimenggu,In-house Data,China,Asia,Forest,112741590,51.725,122.02,PRJNA983538,SAMN35729453,0-20 cm
neis42re,neis42re,0,neimenggu,In-house Data,China,Asia,Forest,56181906,51.725,122.02,PRJNA983538,SAMN35729454,0-20 cm
neis43re,neis43rebin,3,neimenggu,In-house Data,China,Asia,Forest,104828050,51.725,122.02,PRJNA983538,SAMN35729455,0-20 cm
neis44re,neis44rebin,5,neimenggu,In-house Data,China,Asia,Forest,114808658,51.725,122.02,PRJNA983538,SAMN35729456,0-20 cm
neis45re,neis45re,0,neimenggu,In-house Data,China,Asia,Forest,86528220,51.725,122.02,PRJNA983538,SAMN35729457,0-20 cm
neis61re,neis61re,0,neimenggu,In-house Data,China,Asia,Forest,62641706,49.53792222,123.2048389,PRJNA983538,SAMN35729458,0-20 cm
neis62re,neis62re,0,neimenggu,In-house Data,China,Asia,Forest,62563756,49.53792222,123.2048389,PRJNA983538,SAMN35729459,0-20 cm
neis63re,neis63re,0,neimenggu,In-house Data,China,Asia,Forest,54601786,49.53792222,123.2048389,PRJNA983538,SAMN35729460,0-20 cm
neis64re,neis64rebin,1,neimenggu,In-house Data,China,Asia,Forest,93270454,49.53792222,123.2048389,PRJNA983538,SAMN35729461,0-20 cm
neis65re,neis65rebin,5,neimenggu,In-house Data,China,Asia,Forest,121646342,49.53792222,123.2048389,PRJNA983538,SAMN35729462,0-20 cm
neis66re,neis66re,0,neimenggu,In-house Data,China,Asia,Forest,99206734,49.53792222,123.2048389,PRJNA983538,SAMN35729463,0-20 cm
R1,R1rebin,17,rice,In-house Data,China,Asia,Agricultural Land,213264846,29.16,119.39,PRJNA983538,SAMN35729510,0-20 cm
R100,R100bin,9,rice,In-house Data,China,Asia,Agricultural Land,198744744,29.16,119.39,PRJNA983538,SAMN35729511,0-20 cm
R101,R101bin,15,rice,In-house Data,China,Asia,Agricultural Land,205216030,29.16,119.39,PRJNA983538,SAMN35729512,0-20 cm
