sample	mean	tmean10	median
SRR25158314	0.9713123904681038	0.9713123904681038	0.9713123904681038
SRR25158252	0.9713704717744741	0.9713704717744741	0.9713704717744741
SRR25158393	0.9713783741648706	0.9713783741648706	0.9713783741648706
SRR25158494	0.971388324228625	0.971388324228625	0.971388324228625
SRR25158532	0.9713908353256188	0.9713908353256188	0.9713908353256188
SRR25158409	0.971363545440784	0.971363545440784	0.971363545440784
SRR25158177	0.9713470747027019	0.9713470747027019	0.9713470747027019
SRR25158287	0.9713529788962976	0.9713529788962976	0.9713529788962976
SRR25158320	0.9713528319205539	0.9713528319205539	0.9713528319205539
SRR25158215	0.9713627131641275	0.9713627131641275	0.9713627131641275
SRR25158191	0.9713800707759827	0.9713800707759827	0.9713800707759827
SRR25158524	0.9713652653748753	0.9713652653748753	0.9713652653748753
SRR25158402	0.9713769907226262	0.9713769907226262	0.9713769907226262
SRR25158329	0.971337217797452	0.971337217797452	0.971337217797452
SRR25158423	0.9713288044321117	0.9713288044321117	0.9713288044321117
SRR25158427	0.9713630539811261	0.9713630539811261	0.9713630539811261
SRR25158244	0.9713566561617119	0.9713566561617119	0.9713566561617119
SRR25158437	0.9713424811886965	0.9713424811886965	0.9713424811886965
SRR25158358	0.971376425026886	0.971376425026886	0.971376425026886
SRR25158375	0.9713822936972162	0.9713822936972162	0.9713822936972162
SRR25158210	0.9713767316258519	0.9713767316258519	0.9713767316258519
SRR25158503	0.9713765751882112	0.9713765751882112	0.9713765751882112
SRR25158480	0.9714015068872734	0.9714015068872734	0.9714015068872734
SRR25158479	0.9713733951843498	0.9713733951843498	0.9713733951843498
SRR25158308	0.971331226969048	0.971331226969048	0.971331226969048
SRR25158208	0.9713505663119126	0.9713505663119126	0.9713505663119126
SRR25158199	0.9713594546050549	0.9713594546050549	0.9713594546050549
SRR25158449	0.9713516090698244	0.9713516090698244	0.9713516090698244
SRR25158249	0.9713039033877814	0.9713039033877814	0.9713039033877814
SRR25158369	0.9713765198059557	0.9713765198059557	0.9713765198059557
SRR25158415	0.9713376451414678	0.9713376451414678	0.9713376451414678
SRR25158384	0.9713787353885874	0.9713787353885874	0.9713787353885874
SRR25158346	0.971240450174636	0.971240450174636	0.971240450174636
SRR25158324	0.9713791821193191	0.9713791821193191	0.9713791821193191
SRR25158318	0.9713455023310735	0.9713455023310735	0.9713455023310735
SRR25158288	0.97136896300472	0.97136896300472	0.97136896300472
SRR25158321	0.9713540918721005	0.9713540918721005	0.9713540918721005
SRR25158190	0.9713635051696438	0.9713635051696438	0.9713635051696438
SRR25158472	0.9713666410468648	0.9713666410468648	0.9713666410468648
SRR25158417	0.9713756888421216	0.9713756888421216	0.9713756888421216
SRR25158383	0.9713887700003556	0.9713887700003556	0.9713887700003556
SRR25158224	0.9713713331524053	0.9713713331524053	0.9713713331524053
SRR25158433	0.9713650194990913	0.9713650194990913	0.9713650194990913
SRR25158497	0.9713755870943958	0.9713755870943958	0.9713755870943958
SRR25158441	0.9712924718011192	0.9712924718011192	0.9712924718011192
SRR25158397	0.9713947172185741	0.9713947172185741	0.9713947172185741
SRR25158238	0.9713555911236721	0.9713555911236721	0.9713555911236721
SRR25158345	0.971370048594259	0.971370048594259	0.971370048594259
SRR25158226	0.9713125372937688	0.9713125372937688	0.9713125372937688
SRR25158269	0.971324653947763	0.971324653947763	0.971324653947763
SRR25158442	0.9713234649006292	0.9713234649006292	0.9713234649006292
