run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR25158307	PRJNA983538	SAMN35729470	SRX20906680	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/007/SRR25158307/SRR25158307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/007/SRR25158307/SRR25158307_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/007/SRR25158307/SRR25158307.lite	
SRR25158310	PRJNA983538	SAMN35729467	SRX20906677	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/010/SRR25158310/SRR25158310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/010/SRR25158310/SRR25158310_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/010/SRR25158310/SRR25158310.lite	
SRR25158312	PRJNA983538	SAMN35729465	SRX20906675	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/012/SRR25158312/SRR25158312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/012/SRR25158312/SRR25158312_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/012/SRR25158312/SRR25158312.lite	
SRR25158315	PRJNA983538	SAMN35729428	SRX20906672	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/015/SRR25158315/SRR25158315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/015/SRR25158315/SRR25158315_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/015/SRR25158315/SRR25158315.lite	
SRR25158326	PRJNA983538	SAMN35729418	SRX20906661	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/026/SRR25158326/SRR25158326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/026/SRR25158326/SRR25158326_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/026/SRR25158326/SRR25158326.lite	
SRR25158331	PRJNA983538	SAMN35729414	SRX20906656	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/031/SRR25158331/SRR25158331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/031/SRR25158331/SRR25158331_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/031/SRR25158331/SRR25158331.lite	
SRR25158332	PRJNA983538	SAMN35729413	SRX20906655	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/032/SRR25158332/SRR25158332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/032/SRR25158332/SRR25158332_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/032/SRR25158332/SRR25158332.lite	
SRR25158336	PRJNA983538	SAMN35729505	SRX20906651	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/036/SRR25158336/SRR25158336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/036/SRR25158336/SRR25158336_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/036/SRR25158336/SRR25158336.lite	
SRR25158340	PRJNA983538	SAMN35729501	SRX20906647	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/040/SRR25158340/SRR25158340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/040/SRR25158340/SRR25158340_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/040/SRR25158340/SRR25158340.lite	
SRR25158349	PRJNA983538	SAMN35729493	SRX20906638	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/049/SRR25158349/SRR25158349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/049/SRR25158349/SRR25158349_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/049/SRR25158349/SRR25158349.lite	
SRR25158350	PRJNA983538	SAMN35729492	SRX20906637	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/050/SRR25158350/SRR25158350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/050/SRR25158350/SRR25158350_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/050/SRR25158350/SRR25158350.lite	
SRR25158356	PRJNA983538	SAMN35729591	SRX20906631	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/056/SRR25158356/SRR25158356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/056/SRR25158356/SRR25158356_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/056/SRR25158356/SRR25158356.lite	
SRR25158359	PRJNA983538	SAMN35729484	SRX20906628	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/059/SRR25158359/SRR25158359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/059/SRR25158359/SRR25158359_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/059/SRR25158359/SRR25158359.lite	
SRR25158361	PRJNA983538	SAMN35729559	SRX20906626	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/061/SRR25158361/SRR25158361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/061/SRR25158361/SRR25158361_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/061/SRR25158361/SRR25158361.lite	
SRR25158367	PRJNA983538	SAMN35729590	SRX20906620	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/067/SRR25158367/SRR25158367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/067/SRR25158367/SRR25158367_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/067/SRR25158367/SRR25158367.lite	
SRR25158368	PRJNA983538	SAMN35729712	SRX20906619	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/068/SRR25158368/SRR25158368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/068/SRR25158368/SRR25158368_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/068/SRR25158368/SRR25158368.lite	
SRR25158372	PRJNA983538	SAMN35729708	SRX20906615	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/072/SRR25158372/SRR25158372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/072/SRR25158372/SRR25158372_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/072/SRR25158372/SRR25158372.lite	
SRR25158378	PRJNA983538	SAMN35729703	SRX20906609	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/078/SRR25158378/SRR25158378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/078/SRR25158378/SRR25158378_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/078/SRR25158378/SRR25158378.lite	
SRR25158384	PRJNA983538	SAMN35729697	SRX20906603	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/084/SRR25158384/SRR25158384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/084/SRR25158384/SRR25158384_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/084/SRR25158384/SRR25158384.lite	
SRR25158386	PRJNA983538	SAMN35729696	SRX20906601	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/086/SRR25158386/SRR25158386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/086/SRR25158386/SRR25158386_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/086/SRR25158386/SRR25158386.lite	
SRR25158388	PRJNA983538	SAMN35729694	SRX20906599	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/088/SRR25158388/SRR25158388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/088/SRR25158388/SRR25158388_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/088/SRR25158388/SRR25158388.lite	
SRR25158397	PRJNA983538	SAMN35729686	SRX20906590	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/097/SRR25158397/SRR25158397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/097/SRR25158397/SRR25158397_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/097/SRR25158397/SRR25158397.lite	
SRR25158398	PRJNA983538	SAMN35729685	SRX20906589	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/098/SRR25158398/SRR25158398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/098/SRR25158398/SRR25158398_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/098/SRR25158398/SRR25158398.lite	
SRR25158399	PRJNA983538	SAMN35729684	SRX20906588	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/099/SRR25158399/SRR25158399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/099/SRR25158399/SRR25158399_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/099/SRR25158399/SRR25158399.lite	
SRR25158401	PRJNA983538	SAMN35729655	SRX20906586	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/001/SRR25158401/SRR25158401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/001/SRR25158401/SRR25158401_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/001/SRR25158401/SRR25158401.lite	
SRR25158403	PRJNA983538	SAMN35729653	SRX20906584	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/003/SRR25158403/SRR25158403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/003/SRR25158403/SRR25158403_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/003/SRR25158403/SRR25158403.lite	
SRR25158407	PRJNA983538	SAMN35729649	SRX20906580	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/007/SRR25158407/SRR25158407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/007/SRR25158407/SRR25158407_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/007/SRR25158407/SRR25158407.lite	
SRR25158410	PRJNA983538	SAMN35729617	SRX20906577	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/010/SRR25158410/SRR25158410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/010/SRR25158410/SRR25158410_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/010/SRR25158410/SRR25158410.lite	
SRR25158411	PRJNA983538	SAMN35729563	SRX20906576	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/011/SRR25158411/SRR25158411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/011/SRR25158411/SRR25158411_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/011/SRR25158411/SRR25158411.lite	
SRR25158412	PRJNA983538	SAMN35729616	SRX20906575	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/012/SRR25158412/SRR25158412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/012/SRR25158412/SRR25158412_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/012/SRR25158412/SRR25158412.lite	
SRR25158414	PRJNA983538	SAMN35729614	SRX20906573	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/014/SRR25158414/SRR25158414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/014/SRR25158414/SRR25158414_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/014/SRR25158414/SRR25158414.lite	
SRR25158415	PRJNA983538	SAMN35729613	SRX20906572	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/015/SRR25158415/SRR25158415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/015/SRR25158415/SRR25158415_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/015/SRR25158415/SRR25158415.lite	
SRR25158425	PRJNA983538	SAMN35729604	SRX20906562	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/025/SRR25158425/SRR25158425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/025/SRR25158425/SRR25158425_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/025/SRR25158425/SRR25158425.lite	
SRR25158435	PRJNA983538	SAMN35729595	SRX20906552	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/035/SRR25158435/SRR25158435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/035/SRR25158435/SRR25158435_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/035/SRR25158435/SRR25158435.lite	
SRR25158442	PRJNA983538	SAMN35729409	SRX20906545	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/042/SRR25158442/SRR25158442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/042/SRR25158442/SRR25158442_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/042/SRR25158442/SRR25158442.lite	
SRR25158449	PRJNA983538	SAMN35729763	SRX20906538	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/049/SRR25158449/SRR25158449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/049/SRR25158449/SRR25158449_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/049/SRR25158449/SRR25158449.lite	
SRR25158455	PRJNA983538	SAMN35729757	SRX20906532	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/055/SRR25158455/SRR25158455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/055/SRR25158455/SRR25158455_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/055/SRR25158455/SRR25158455.lite	
SRR25158457	PRJNA983538	SAMN35729408	SRX20906530	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/057/SRR25158457/SRR25158457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/057/SRR25158457/SRR25158457_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/057/SRR25158457/SRR25158457.lite	
SRR25158460	PRJNA983538	SAMN35729754	SRX20906527	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/060/SRR25158460/SRR25158460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/060/SRR25158460/SRR25158460_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/060/SRR25158460/SRR25158460.lite	
SRR25158462	PRJNA983538	SAMN35729752	SRX20906525	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/062/SRR25158462/SRR25158462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/062/SRR25158462/SRR25158462_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/062/SRR25158462/SRR25158462.lite	
SRR25158465	PRJNA983538	SAMN35729749	SRX20906522	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/065/SRR25158465/SRR25158465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/065/SRR25158465/SRR25158465_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/065/SRR25158465/SRR25158465.lite	
SRR25158466	PRJNA983538	SAMN35729748	SRX20906521	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/066/SRR25158466/SRR25158466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/066/SRR25158466/SRR25158466_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/066/SRR25158466/SRR25158466.lite	
SRR25158471	PRJNA983538	SAMN35729744	SRX20906516	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/071/SRR25158471/SRR25158471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/071/SRR25158471/SRR25158471_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/071/SRR25158471/SRR25158471.lite	
SRR25158472	PRJNA983538	SAMN35729743	SRX20906515	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/072/SRR25158472/SRR25158472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/072/SRR25158472/SRR25158472_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/072/SRR25158472/SRR25158472.lite	
SRR25158475	PRJNA983538	SAMN35729740	SRX20906512	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/075/SRR25158475/SRR25158475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/075/SRR25158475/SRR25158475_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/075/SRR25158475/SRR25158475.lite	
SRR25158476	PRJNA983538	SAMN35729739	SRX20906511	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/076/SRR25158476/SRR25158476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/076/SRR25158476/SRR25158476_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/076/SRR25158476/SRR25158476.lite	
SRR25158477	PRJNA983538	SAMN35729738	SRX20906510	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/077/SRR25158477/SRR25158477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/077/SRR25158477/SRR25158477_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/077/SRR25158477/SRR25158477.lite	
SRR25158480	PRJNA983538	SAMN35729736	SRX20906507	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/080/SRR25158480/SRR25158480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/080/SRR25158480/SRR25158480_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/080/SRR25158480/SRR25158480.lite	
SRR25158483	PRJNA983538	SAMN35729733	SRX20906504	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/083/SRR25158483/SRR25158483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/083/SRR25158483/SRR25158483_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/083/SRR25158483/SRR25158483.lite	
SRR25158484	PRJNA983538	SAMN35729732	SRX20906503	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/084/SRR25158484/SRR25158484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/084/SRR25158484/SRR25158484_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/084/SRR25158484/SRR25158484.lite	
SRR25158485	PRJNA983538	SAMN35729731	SRX20906502	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/085/SRR25158485/SRR25158485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/085/SRR25158485/SRR25158485_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/085/SRR25158485/SRR25158485.lite	
SRR25158486	PRJNA983538	SAMN35729730	SRX20906501	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/086/SRR25158486/SRR25158486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/086/SRR25158486/SRR25158486_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/086/SRR25158486/SRR25158486.lite	
SRR25158488	PRJNA983538	SAMN35729728	SRX20906499	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/088/SRR25158488/SRR25158488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/088/SRR25158488/SRR25158488_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/088/SRR25158488/SRR25158488.lite	
SRR25158491	PRJNA983538	SAMN35729726	SRX20906496	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/091/SRR25158491/SRR25158491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/091/SRR25158491/SRR25158491_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/091/SRR25158491/SRR25158491.lite	
SRR25158492	PRJNA983538	SAMN35729725	SRX20906495	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/092/SRR25158492/SRR25158492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/092/SRR25158492/SRR25158492_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/092/SRR25158492/SRR25158492.lite	
SRR25158498	PRJNA983538	SAMN35729719	SRX20906489	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/098/SRR25158498/SRR25158498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/098/SRR25158498/SRR25158498_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/098/SRR25158498/SRR25158498.lite	
SRR25158500	PRJNA983538	SAMN35729717	SRX20906487	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/000/SRR25158500/SRR25158500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/000/SRR25158500/SRR25158500_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/000/SRR25158500/SRR25158500.lite	
SRR25158501	PRJNA983538	SAMN35729573	SRX20906486	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/001/SRR25158501/SRR25158501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/001/SRR25158501/SRR25158501_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/001/SRR25158501/SRR25158501.lite	
SRR25158502	PRJNA983538	SAMN35729716	SRX20906485	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/002/SRR25158502/SRR25158502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/002/SRR25158502/SRR25158502_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/002/SRR25158502/SRR25158502.lite	
SRR25158509	PRJNA983538	SAMN35729680	SRX20906478	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/009/SRR25158509/SRR25158509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/009/SRR25158509/SRR25158509_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/009/SRR25158509/SRR25158509.lite	
SRR25158510	PRJNA983538	SAMN35729679	SRX20906477	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/010/SRR25158510/SRR25158510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/010/SRR25158510/SRR25158510_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/010/SRR25158510/SRR25158510.lite	
SRR25158511	PRJNA983538	SAMN35729678	SRX20906476	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/011/SRR25158511/SRR25158511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/011/SRR25158511/SRR25158511_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/011/SRR25158511/SRR25158511.lite	
SRR25158514	PRJNA983538	SAMN35729676	SRX20906473	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/014/SRR25158514/SRR25158514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/014/SRR25158514/SRR25158514_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/014/SRR25158514/SRR25158514.lite	
SRR25158520	PRJNA983538	SAMN35729670	SRX20906467	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/020/SRR25158520/SRR25158520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/020/SRR25158520/SRR25158520_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/020/SRR25158520/SRR25158520.lite	
SRR25158522	PRJNA983538	SAMN35729668	SRX20906465	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/022/SRR25158522/SRR25158522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/022/SRR25158522/SRR25158522_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/022/SRR25158522/SRR25158522.lite	
SRR25158523	PRJNA983538	SAMN35729667	SRX20906464	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/023/SRR25158523/SRR25158523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/023/SRR25158523/SRR25158523_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/023/SRR25158523/SRR25158523.lite	
SRR25158526	PRJNA983538	SAMN35729665	SRX20906461	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/026/SRR25158526/SRR25158526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/026/SRR25158526/SRR25158526_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/026/SRR25158526/SRR25158526.lite	
SRR25158531	PRJNA983538	SAMN35729660	SRX20906456	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/031/SRR25158531/SRR25158531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/031/SRR25158531/SRR25158531_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/031/SRR25158531/SRR25158531.lite	
SRR25158534	PRJNA983538	SAMN35729657	SRX20906453	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/034/SRR25158534/SRR25158534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/034/SRR25158534/SRR25158534_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/034/SRR25158534/SRR25158534.lite	
SRR25158537	PRJNA983538	SAMN35729406	SRX20906450	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/037/SRR25158537/SRR25158537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/037/SRR25158537/SRR25158537_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/037/SRR25158537/SRR25158537.lite	
