run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR25158439	PRJNA983538	SAMN35729507	SRX20906548	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/039/SRR25158439/SRR25158439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/039/SRR25158439/SRR25158439_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/039/SRR25158439/SRR25158439.lite	
SRR25158441	PRJNA983538	SAMN35729506	SRX20906546	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/041/SRR25158441/SRR25158441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/041/SRR25158441/SRR25158441_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/041/SRR25158441/SRR25158441.lite	
SRR25158443	PRJNA983538	SAMN35729768	SRX20906544	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/043/SRR25158443/SRR25158443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/043/SRR25158443/SRR25158443_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/043/SRR25158443/SRR25158443.lite	
SRR25158444	PRJNA983538	SAMN35729767	SRX20906543	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/044/SRR25158444/SRR25158444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/044/SRR25158444/SRR25158444_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/044/SRR25158444/SRR25158444.lite	
SRR25158447	PRJNA983538	SAMN35729765	SRX20906540	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/047/SRR25158447/SRR25158447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/047/SRR25158447/SRR25158447_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/047/SRR25158447/SRR25158447.lite	
SRR25158451	PRJNA983538	SAMN35729761	SRX20906536	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/051/SRR25158451/SRR25158451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/051/SRR25158451/SRR25158451_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/051/SRR25158451/SRR25158451.lite	
SRR25158452	PRJNA983538	SAMN35729760	SRX20906535	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/052/SRR25158452/SRR25158452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/052/SRR25158452/SRR25158452_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/052/SRR25158452/SRR25158452.lite	
SRR25158453	PRJNA983538	SAMN35729759	SRX20906534	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/053/SRR25158453/SRR25158453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/053/SRR25158453/SRR25158453_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/053/SRR25158453/SRR25158453.lite	
SRR25158454	PRJNA983538	SAMN35729758	SRX20906533	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/054/SRR25158454/SRR25158454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/054/SRR25158454/SRR25158454_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/054/SRR25158454/SRR25158454.lite	
SRR25158456	PRJNA983538	SAMN35729577	SRX20906531	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/056/SRR25158456/SRR25158456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/056/SRR25158456/SRR25158456_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/056/SRR25158456/SRR25158456.lite	
SRR25158461	PRJNA983538	SAMN35729753	SRX20906526	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/061/SRR25158461/SRR25158461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/061/SRR25158461/SRR25158461_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/061/SRR25158461/SRR25158461.lite	
SRR25158463	PRJNA983538	SAMN35729751	SRX20906524	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/063/SRR25158463/SRR25158463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/063/SRR25158463/SRR25158463_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/063/SRR25158463/SRR25158463.lite	
SRR25158464	PRJNA983538	SAMN35729750	SRX20906523	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/064/SRR25158464/SRR25158464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/064/SRR25158464/SRR25158464_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/064/SRR25158464/SRR25158464.lite	
SRR25158467	PRJNA983538	SAMN35729747	SRX20906520	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/067/SRR25158467/SRR25158467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/067/SRR25158467/SRR25158467_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/067/SRR25158467/SRR25158467.lite	
SRR25158468	PRJNA983538	SAMN35729576	SRX20906519	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/068/SRR25158468/SRR25158468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/068/SRR25158468/SRR25158468_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/068/SRR25158468/SRR25158468.lite	
SRR25158473	PRJNA983538	SAMN35729742	SRX20906514	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/073/SRR25158473/SRR25158473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/073/SRR25158473/SRR25158473_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/073/SRR25158473/SRR25158473.lite	
SRR25158478	PRJNA983538	SAMN35729737	SRX20906509	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/078/SRR25158478/SRR25158478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/078/SRR25158478/SRR25158478_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/078/SRR25158478/SRR25158478.lite	
SRR25158487	PRJNA983538	SAMN35729729	SRX20906500	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/087/SRR25158487/SRR25158487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/087/SRR25158487/SRR25158487_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/087/SRR25158487/SRR25158487.lite	
SRR25158490	PRJNA983538	SAMN35729574	SRX20906497	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/090/SRR25158490/SRR25158490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/090/SRR25158490/SRR25158490_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/090/SRR25158490/SRR25158490.lite	
SRR25158494	PRJNA983538	SAMN35729723	SRX20906493	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/094/SRR25158494/SRR25158494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/094/SRR25158494/SRR25158494_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/094/SRR25158494/SRR25158494.lite	
SRR25158495	PRJNA983538	SAMN35729722	SRX20906492	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/095/SRR25158495/SRR25158495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/095/SRR25158495/SRR25158495_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/095/SRR25158495/SRR25158495.lite	
SRR25158497	PRJNA983538	SAMN35729720	SRX20906490	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/097/SRR25158497/SRR25158497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/097/SRR25158497/SRR25158497_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/097/SRR25158497/SRR25158497.lite	
SRR25158504	PRJNA983538	SAMN35729714	SRX20906483	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/004/SRR25158504/SRR25158504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/004/SRR25158504/SRR25158504_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/004/SRR25158504/SRR25158504.lite	
SRR25158508	PRJNA983538	SAMN35729681	SRX20906479	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/008/SRR25158508/SRR25158508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/008/SRR25158508/SRR25158508_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/008/SRR25158508/SRR25158508.lite	
SRR25158512	PRJNA983538	SAMN35729677	SRX20906475	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/012/SRR25158512/SRR25158512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/012/SRR25158512/SRR25158512_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/012/SRR25158512/SRR25158512.lite	
SRR25158515	PRJNA983538	SAMN35729675	SRX20906472	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/015/SRR25158515/SRR25158515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/015/SRR25158515/SRR25158515_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/015/SRR25158515/SRR25158515.lite	
SRR25158518	PRJNA983538	SAMN35729672	SRX20906469	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/018/SRR25158518/SRR25158518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/018/SRR25158518/SRR25158518_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/018/SRR25158518/SRR25158518.lite	
SRR25158521	PRJNA983538	SAMN35729669	SRX20906466	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/021/SRR25158521/SRR25158521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/021/SRR25158521/SRR25158521_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/021/SRR25158521/SRR25158521.lite	
SRR25158528	PRJNA983538	SAMN35729663	SRX20906459	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/028/SRR25158528/SRR25158528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/028/SRR25158528/SRR25158528_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/028/SRR25158528/SRR25158528.lite	
SRR25158529	PRJNA983538	SAMN35729662	SRX20906458	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/029/SRR25158529/SRR25158529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/029/SRR25158529/SRR25158529_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/029/SRR25158529/SRR25158529.lite	
SRR25158530	PRJNA983538	SAMN35729661	SRX20906457	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/030/SRR25158530/SRR25158530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/030/SRR25158530/SRR25158530_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/030/SRR25158530/SRR25158530.lite	
SRR25158533	PRJNA983538	SAMN35729658	SRX20906454	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/033/SRR25158533/SRR25158533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/033/SRR25158533/SRR25158533_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/033/SRR25158533/SRR25158533.lite	
SRR25158535	PRJNA983538	SAMN35729567	SRX20906452	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/035/SRR25158535/SRR25158535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/035/SRR25158535/SRR25158535_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/035/SRR25158535/SRR25158535.lite	
SRR25158536	PRJNA983538	SAMN35729407	SRX20906451	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/036/SRR25158536/SRR25158536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/036/SRR25158536/SRR25158536_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/036/SRR25158536/SRR25158536.lite	
SRR25158176	PRJNA983538	SAMN35729646	SRX20906448	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/076/SRR25158176/SRR25158176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/076/SRR25158176/SRR25158176_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/076/SRR25158176/SRR25158176.lite	
SRR25158184	PRJNA983538	SAMN35729638	SRX20906440	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/084/SRR25158184/SRR25158184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/084/SRR25158184/SRR25158184_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/084/SRR25158184/SRR25158184.lite	
SRR25158185	PRJNA983538	SAMN35729637	SRX20906439	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/085/SRR25158185/SRR25158185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/085/SRR25158185/SRR25158185_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/085/SRR25158185/SRR25158185.lite	
SRR25158191	PRJNA983538	SAMN35729632	SRX20906433	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/091/SRR25158191/SRR25158191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/091/SRR25158191/SRR25158191_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/091/SRR25158191/SRR25158191.lite	
SRR25158192	PRJNA983538	SAMN35729631	SRX20906432	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/092/SRR25158192/SRR25158192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/092/SRR25158192/SRR25158192_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/092/SRR25158192/SRR25158192.lite	
SRR25158195	PRJNA983538	SAMN35729628	SRX20906429	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/095/SRR25158195/SRR25158195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/095/SRR25158195/SRR25158195_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/095/SRR25158195/SRR25158195.lite	
SRR25158202	PRJNA983538	SAMN35729622	SRX20906785	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/002/SRR25158202/SRR25158202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/002/SRR25158202/SRR25158202_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/002/SRR25158202/SRR25158202.lite	
SRR25158205	PRJNA983538	SAMN35729619	SRX20906782	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/005/SRR25158205/SRR25158205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/005/SRR25158205/SRR25158205_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/005/SRR25158205/SRR25158205.lite	
SRR25158206	PRJNA983538	SAMN35729618	SRX20906781	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/006/SRR25158206/SRR25158206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/006/SRR25158206/SRR25158206_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/006/SRR25158206/SRR25158206.lite	
SRR25158209	PRJNA983538	SAMN35729551	SRX20906778	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/009/SRR25158209/SRR25158209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/009/SRR25158209/SRR25158209_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/009/SRR25158209/SRR25158209.lite	
SRR25158211	PRJNA983538	SAMN35729549	SRX20906776	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/011/SRR25158211/SRR25158211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/011/SRR25158211/SRR25158211_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/011/SRR25158211/SRR25158211.lite	
SRR25158215	PRJNA983538	SAMN35729545	SRX20906772	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/015/SRR25158215/SRR25158215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/015/SRR25158215/SRR25158215_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/015/SRR25158215/SRR25158215.lite	
SRR25158217	PRJNA983538	SAMN35729589	SRX20906770	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/017/SRR25158217/SRR25158217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/017/SRR25158217/SRR25158217_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/017/SRR25158217/SRR25158217.lite	
SRR25158231	PRJNA983538	SAMN35729531	SRX20906756	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/031/SRR25158231/SRR25158231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/031/SRR25158231/SRR25158231_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/031/SRR25158231/SRR25158231.lite	
SRR25158232	PRJNA983538	SAMN35729530	SRX20906755	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/032/SRR25158232/SRR25158232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/032/SRR25158232/SRR25158232_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/032/SRR25158232/SRR25158232.lite	
SRR25158234	PRJNA983538	SAMN35729528	SRX20906753	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/034/SRR25158234/SRR25158234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/034/SRR25158234/SRR25158234_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/034/SRR25158234/SRR25158234.lite	
SRR25158235	PRJNA983538	SAMN35729527	SRX20906752	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/035/SRR25158235/SRR25158235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/035/SRR25158235/SRR25158235_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/035/SRR25158235/SRR25158235.lite	
SRR25158236	PRJNA983538	SAMN35729526	SRX20906751	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/036/SRR25158236/SRR25158236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/036/SRR25158236/SRR25158236_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/036/SRR25158236/SRR25158236.lite	
SRR25158237	PRJNA983538	SAMN35729525	SRX20906750	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/037/SRR25158237/SRR25158237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/037/SRR25158237/SRR25158237_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/037/SRR25158237/SRR25158237.lite	
SRR25158243	PRJNA983538	SAMN35729446	SRX20906744	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/043/SRR25158243/SRR25158243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/043/SRR25158243/SRR25158243_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/043/SRR25158243/SRR25158243.lite	
SRR25158247	PRJNA983538	SAMN35729442	SRX20906740	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/047/SRR25158247/SRR25158247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/047/SRR25158247/SRR25158247_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/047/SRR25158247/SRR25158247.lite	
SRR25158250	PRJNA983538	SAMN35729439	SRX20906737	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/050/SRR25158250/SRR25158250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/050/SRR25158250/SRR25158250_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/050/SRR25158250/SRR25158250.lite	
SRR25158251	PRJNA983538	SAMN35729438	SRX20906736	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/051/SRR25158251/SRR25158251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/051/SRR25158251/SRR25158251_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/051/SRR25158251/SRR25158251.lite	
SRR25158252	PRJNA983538	SAMN35729583	SRX20906735	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/052/SRR25158252/SRR25158252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/052/SRR25158252/SRR25158252_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/052/SRR25158252/SRR25158252.lite	
SRR25158254	PRJNA983538	SAMN35729436	SRX20906733	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/054/SRR25158254/SRR25158254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/054/SRR25158254/SRR25158254_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/054/SRR25158254/SRR25158254.lite	
SRR25158256	PRJNA983538	SAMN35729434	SRX20906731	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/056/SRR25158256/SRR25158256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/056/SRR25158256/SRR25158256_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/056/SRR25158256/SRR25158256.lite	
SRR25158257	PRJNA983538	SAMN35729433	SRX20906730	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/057/SRR25158257/SRR25158257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/057/SRR25158257/SRR25158257_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/057/SRR25158257/SRR25158257.lite	
SRR25158269	PRJNA983538	SAMN35729475	SRX20906718	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/069/SRR25158269/SRR25158269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/069/SRR25158269/SRR25158269_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/069/SRR25158269/SRR25158269.lite	
SRR25158270	PRJNA983538	SAMN35729474	SRX20906717	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/070/SRR25158270/SRR25158270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/070/SRR25158270/SRR25158270_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/070/SRR25158270/SRR25158270.lite	
SRR25158272	PRJNA983538	SAMN35729587	SRX20906715	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/072/SRR25158272/SRR25158272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/072/SRR25158272/SRR25158272_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/072/SRR25158272/SRR25158272.lite	
SRR25158280	PRJNA983538	SAMN35729517	SRX20906707	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/080/SRR25158280/SRR25158280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/080/SRR25158280/SRR25158280_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/080/SRR25158280/SRR25158280.lite	
SRR25158283	PRJNA983538	SAMN35729514	SRX20906704	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/083/SRR25158283/SRR25158283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/083/SRR25158283/SRR25158283_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/083/SRR25158283/SRR25158283.lite	
SRR25158285	PRJNA983538	SAMN35729513	SRX20906702	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/085/SRR25158285/SRR25158285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/085/SRR25158285/SRR25158285_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/085/SRR25158285/SRR25158285.lite	
SRR25158291	PRJNA983538	SAMN35729461	SRX20906696	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/091/SRR25158291/SRR25158291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/091/SRR25158291/SRR25158291_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/091/SRR25158291/SRR25158291.lite	
SRR25158292	PRJNA983538	SAMN35729460	SRX20906695	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/092/SRR25158292/SRR25158292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/092/SRR25158292/SRR25158292_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/092/SRR25158292/SRR25158292.lite	
SRR25158302	PRJNA983538	SAMN35729451	SRX20906685	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/002/SRR25158302/SRR25158302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/002/SRR25158302/SRR25158302_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR251/002/SRR25158302/SRR25158302.lite	
